tick,matlabTime,carlaTime,dt,egoX,egoY,egoZ,egoYaw,egoSpeed,vxDerived,vyDerived,throttle,brake,steerDeg,targetSpeed,decisionState,selectedCandidate,k2Active,feasibleCount,cteApprox,headErrDeg,cumCollisionCount,newEventsThisTick,goalDist
27,3.5937,24.815,0.1124,-57.156,-135.668,0.000,-0.0275,2.406,2.405,-0.066,0.197,0.000,29.39,2.80,avoid,15,1,0,0.400,-2.88,0,0,63.019
28,3.6932,24.916,0.1105,-56.934,-135.589,0.000,0.0321,2.390,2.389,0.077,0.205,0.000,35.00,2.80,avoid,15,1,0,0.327,0.54,0,0,62.795
29,3.8155,25.029,0.1111,-56.716,-135.463,0.000,0.1164,2.316,2.301,0.269,0.242,0.000,35.00,2.80,avoid,15,1,0,0.206,5.37,0,0,62.545
30,3.9258,25.146,0.1121,-56.524,-135.297,0.000,0.2157,2.344,2.290,0.502,0.228,0.000,28.27,2.80,avoid,1,1,0,0.044,11.06,0,0,62.291
31,4.0424,25.261,0.1104,-56.332,-135.119,0.000,0.3047,2.473,2.359,0.742,0.164,0.000,21.65,2.80,avoid,1,1,0,0.129,16.16,0,0,62.031
32,4.1480,25.365,0.1112,-56.141,-134.953,0.000,0.3731,2.568,2.392,0.936,0.116,0.000,14.98,2.80,avoid,1,1,0,0.291,20.08,0,0,61.778
33,4.2518,25.471,0.1101,-55.931,-134.785,0.000,0.4256,2.619,2.385,1.081,0.091,0.000,8.37,2.80,avoid,1,1,0,0.454,23.09,0,0,61.510
34,4.3784,25.594,0.1090,-55.666,-134.602,0.000,0.4621,2.612,2.338,1.164,0.094,0.000,1.83,2.80,avoid,1,1,0,0.631,25.17,0,0,61.188
35,4.4967,25.704,0.1110,-55.426,-134.453,0.000,0.4785,2.568,2.280,1.182,0.116,0.000,-4.83,2.80,avoid,1,0,1,0.774,26.11,0,0,60.907
36,4.5932,25.811,0.1121,-55.187,-134.330,0.000,0.4767,2.514,2.233,1.153,0.143,0.000,-11.55,2.80,avoid,2,0,2,0.892,26.01,0,0,60.642
37,4.6985,25.916,0.1113,-54.946,-134.232,0.000,0.4588,2.464,2.209,1.091,0.168,0.000,-4.87,2.80,avoid,15,1,0,0.984,24.99,0,0,60.391
38,4.8173,26.034,0.1095,-54.672,-134.134,0.000,0.4367,2.473,2.241,1.046,0.163,0.000,-11.44,2.80,avoid,5,1,0,1.076,23.72,0,0,60.114
39,4.9195,26.137,0.1097,-54.433,-134.050,0.000,0.4190,2.461,2.248,1.001,0.170,0.000,-18.03,2.80,avoid,1,1,0,1.155,22.71,0,0,59.873
40,5.0252,26.244,0.1105,-54.183,-133.994,0.000,0.3825,2.413,2.239,0.901,0.193,0.000,-24.65,2.80,avoid,8,0,10,1.206,20.61,0,0,59.641
41,5.1399,26.358,0.1114,-53.917,-133.970,0.000,0.3276,2.375,2.249,0.764,0.212,0.000,-31.34,2.80,avoid,8,0,10,1.223,17.47,0,0,59.417
42,5.2494,26.469,0.1098,-53.665,-133.989,0.000,0.2575,2.324,2.248,0.592,0.238,0.000,-35.00,2.80,avoid,8,0,10,1.198,13.45,0,0,59.230
43,5.3579,26.575,0.1070,-53.444,-134.050,0.000,0.1758,2.287,2.252,0.400,0.256,0.000,-35.00,2.80,avoid,8,0,10,1.133,8.78,0,0,59.093
44,5.4728,26.692,0.1106,-53.215,-134.153,0.000,0.0774,2.341,2.334,0.181,0.229,0.000,-31.15,2.80,avoid,8,0,15,1.024,3.13,0,0,58.978
45,5.5828,26.803,0.1098,-52.994,-134.270,0.000,-0.0140,2.459,2.459,-0.034,0.170,0.000,-35.00,2.80,avoid,1,1,0,0.902,-2.10,0,0,58.878
46,5.6844,26.904,0.1094,-52.794,-134.392,0.000,-0.0977,2.444,2.432,-0.238,0.178,0.000,-35.00,2.80,avoid,1,1,0,0.776,-6.90,0,0,58.799
47,5.7987,27.017,0.1101,-52.598,-134.556,0.000,-0.1976,2.453,2.405,-0.482,0.173,0.000,-28.40,2.80,avoid,15,1,0,0.608,-12.62,0,0,58.749
48,5.9052,27.126,0.1092,-52.409,-134.731,0.000,-0.2888,2.548,2.442,-0.726,0.126,0.000,-21.85,2.80,avoid,15,1,0,0.428,-17.85,0,0,58.714
49,6.0139,27.234,0.1070,-52.204,-134.904,0.000,-0.3607,2.614,2.446,-0.923,0.093,0.000,-15.43,2.80,avoid,15,1,0,0.250,-21.97,0,0,58.666
50,6.1212,27.341,0.1121,-51.987,-135.072,0.000,-0.4138,2.634,2.411,-1.059,0.083,0.000,-8.70,2.80,avoid,15,1,0,0.078,-25.01,0,0,58.606
51,6.2396,27.459,0.1087,-51.734,-135.248,0.000,-0.4520,2.610,2.348,-1.140,0.095,0.000,-2.18,2.80,avoid,15,1,0,0.104,-27.20,0,0,58.526
52,6.3447,27.563,0.1102,-51.505,-135.387,0.000,-0.4681,2.569,2.293,-1.159,0.115,0.000,0.93,2.80,avoid,3,1,0,0.249,-28.12,0,0,58.441
53,6.4582,27.678,0.1099,-51.244,-135.522,0.000,-0.4692,2.527,2.254,-1.142,0.137,0.000,7.53,2.80,avoid,11,0,5,0.389,-28.18,0,0,58.331
54,6.5613,27.781,0.1086,-51.010,-135.629,0.000,-0.4612,2.487,2.227,-1.107,0.156,0.000,14.04,2.80,avoid,11,0,5,0.502,-27.73,0,0,58.224
55,6.6756,27.897,0.1085,-50.741,-135.718,0.000,-0.4323,2.440,2.216,-1.022,0.180,0.000,20.55,2.80,avoid,8,0,9,0.597,-26.07,0,0,58.079
56,6.7792,28.000,0.1090,-50.499,-135.767,0.000,-0.3920,2.402,2.220,-0.918,0.199,0.000,27.09,2.80,avoid,10,0,6,0.651,-23.76,0,0,57.930
57,6.8844,28.105,0.1077,-50.255,-135.782,0.000,-0.3356,2.354,2.222,-0.775,0.223,0.000,33.55,2.80,avoid,8,0,11,0.671,-20.53,0,0,57.757
58,6.9942,28.216,0.1095,-50.010,-135.753,0.000,-0.2594,2.290,2.214,-0.588,0.255,0.000,35.00,2.80,avoid,8,0,10,0.648,-16.16,0,0,57.555
59,7.1066,28.326,0.1110,-49.787,-135.682,0.000,-0.1703,2.299,2.265,-0.390,0.251,0.000,35.00,2.80,avoid,13,0,3,0.582,-11.06,0,0,57.340
60,7.2142,28.436,0.1091,-49.570,-135.582,0.000,-0.0764,2.361,2.354,-0.180,0.219,0.000,35.00,2.80,avoid,15,1,0,0.487,-5.68,0,0,57.112
61,7.3281,28.545,0.1100,-49.362,-135.461,0.000,0.0184,2.419,2.419,0.045,0.190,0.000,28.40,2.80,avoid,8,0,8,0.371,-0.25,0,0,56.876
62,7.4426,28.663,0.1117,-49.129,-135.313,0.000,0.1150,2.540,2.523,0.291,0.130,0.000,21.70,2.80,avoid,8,0,8,0.228,5.29,0,0,56.605
63,7.5443,28.764,0.1103,-48.910,-135.185,0.000,0.1835,2.619,2.575,0.478,0.091,0.000,15.08,2.80,avoid,8,0,9,0.105,9.21,0,0,56.356
64,7.6615,28.881,0.1098,-48.644,-135.046,0.000,0.2408,2.644,2.568,0.631,0.078,0.000,8.49,2.80,avoid,6,0,6,0.028,12.50,0,0,56.065
65,7.7679,28.988,0.1108,-48.389,-134.928,0.000,0.2762,2.623,2.524,0.715,0.088,0.000,1.84,2.80,avoid,7,0,7,0.140,14.52,0,0,55.797
66,7.8802,29.098,0.1113,-48.125,-134.826,0.000,0.2923,2.574,2.465,0.742,0.113,0.000,-4.83,2.80,avoid,5,0,5,0.236,15.45,0,0,55.533
67,7.9908,29.210,0.1118,-47.852,-134.746,0.000,0.2896,2.512,2.408,0.717,0.144,0.000,-11.54,2.80,avoid,4,0,4,0.310,15.29,0,0,55.277
68,8.1023,29.320,0.1109,-47.584,-134.694,0.000,0.2697,2.456,2.368,0.654,0.172,0.000,-18.19,2.80,avoid,1,0,1,0.355,14.15,0,0,55.045
69,8.2069,29.429,0.1089,-47.323,-134.674,0.000,0.2339,2.408,2.343,0.558,0.196,0.000,-24.73,2.80,avoid,2,0,2,0.369,12.10,0,0,54.839
70,8.3280,29.547,0.1109,-47.049,-134.693,0.000,0.1759,2.359,2.322,0.413,0.221,0.000,-31.38,2.80,avoid,2,0,2,0.344,8.78,0,0,54.651
71,8.4273,29.648,0.1102,-46.825,-134.744,0.000,0.1123,2.321,2.306,0.260,0.239,0.000,-35.00,2.80,avoid,1,0,1,0.288,5.14,0,0,54.522
72,8.5431,29.762,0.1094,-46.601,-134.844,0.000,0.0245,2.281,2.280,0.056,0.259,0.000,-35.00,2.80,avoid,1,0,1,0.183,0.10,0,0,54.427
73,8.6591,29.879,0.1095,-46.391,-134.980,0.000,-0.0738,2.339,2.332,-0.172,0.231,0.000,-35.00,2.80,avoid,1,1,0,0.042,-5.53,0,0,54.369
74,8.7673,29.988,0.1100,-46.205,-135.131,0.000,-0.1681,2.403,2.369,-0.402,0.198,0.000,-28.40,2.80,avoid,15,1,0,0.112,-10.93,0,0,54.338
75,8.8766,30.097,0.1102,-46.014,-135.297,0.000,-0.2575,2.530,2.447,-0.644,0.135,0.000,-21.78,2.80,avoid,15,1,0,0.283,-16.05,0,0,54.316
76,8.9838,30.203,0.1102,-45.806,-135.461,0.000,-0.3285,2.618,2.478,-0.845,0.091,0.000,-15.17,2.80,avoid,15,1,0,0.452,-20.12,0,0,54.282
77,9.0927,30.313,0.1111,-45.577,-135.627,0.000,-0.3829,2.645,2.454,-0.988,0.077,0.000,-8.50,2.80,avoid,14,1,0,0.622,-23.24,0,0,54.235
78,9.2084,30.428,0.1091,-45.324,-135.790,0.000,-0.4195,2.623,2.396,-1.069,0.088,0.000,-1.96,2.80,avoid,8,1,0,0.791,-25.34,0,0,54.171
79,9.3129,30.534,0.1099,-45.085,-135.924,0.000,-0.4354,2.576,2.336,-1.086,0.000,0.429,4.64,0.00,emergency_stop,14,0,1,0.931,-26.25,0,0,54.097
80,9.4250,30.646,0.1115,-44.829,-136.041,0.000,-0.4327,2.408,2.186,-1.010,0.000,0.401,11.33,0.00,emergency_stop,10,0,6,1.054,-26.09,0,0,54.001
81,9.5378,30.758,0.1091,-44.589,-136.123,0.000,-0.4140,2.135,1.954,-0.859,0.000,0.356,17.88,0.00,emergency_stop,11,0,5,1.141,-25.02,0,0,53.892
82,9.6516,30.869,0.1105,-44.375,-136.170,0.000,-0.3831,1.875,1.739,-0.701,0.000,0.312,24.51,0.00,emergency_stop,8,0,11,1.193,-23.25,0,0,53.777
83,9.7510,30.971,0.1110,-44.200,-136.186,0.000,-0.3470,1.649,1.550,-0.561,0.000,0.275,31.17,0.00,emergency_stop,8,0,15,1.213,-21.18,0,0,53.667
84,9.8714,31.088,0.1083,-44.034,-136.174,0.000,-0.2977,1.285,1.228,-0.377,0.000,0.214,35.00,0.00,emergency_stop,8,0,15,1.204,-18.36,0,0,53.543
85,9.9841,31.200,0.1101,-43.935,-136.139,0.000,-0.2487,0.807,0.782,-0.199,0.000,0.134,35.00,0.00,emergency_stop,8,0,15,1.172,-15.55,0,0,53.450
86,10.0800,31.299,0.1096,-43.916,-136.120,0.000,-0.2329,0.001,0.001,-0.000,0.000,0.000,35.00,0.00,emergency_stop,8,0,8,1.153,-14.65,0,0,53.423
87,10.1977,31.419,0.1110,-43.916,-136.120,0.000,-0.2329,0.001,0.000,-0.000,0.000,0.000,35.00,0.00,emergency_stop,14,0,2,1.153,-14.65,0,0,53.423
88,10.3015,31.524,0.1095,-43.916,-136.120,0.000,-0.2329,0.000,0.000,-0.000,0.000,0.000,35.00,0.00,emergency_stop,14,0,2,1.153,-14.65,0,0,53.423
89,10.4151,31.630,0.1101,-43.916,-136.119,0.000,-0.2329,0.000,0.000,-0.000,0.000,0.000,35.00,0.00,emergency_stop,14,0,2,1.153,-14.65,0,0,53.422
90,10.5305,31.748,0.1104,-43.916,-136.119,0.000,-0.2329,0.000,0.000,-0.000,0.000,0.000,35.00,0.00,emergency_stop,14,0,2,1.153,-14.65,0,0,53.422
91,10.6382,31.858,0.1095,-43.916,-136.119,0.000,-0.2329,0.000,0.000,-0.000,0.000,0.000,28.43,0.00,emergency_stop,4,0,4,1.153,-14.65,0,0,53.422
92,10.7496,31.965,0.1094,-43.916,-136.119,0.000,-0.2329,0.000,0.000,-0.000,0.000,0.000,21.87,0.00,emergency_stop,4,0,4,1.153,-14.65,0,0,53.422
93,10.8514,32.073,0.1096,-43.916,-136.119,0.000,-0.2329,0.000,0.000,-0.000,0.300,0.000,16.22,0.60,brake,4,0,4,1.153,-14.65,0,0,53.422
94,10.9613,32.180,0.1102,-43.916,-136.119,0.000,-0.2330,0.025,0.024,-0.006,0.288,0.000,9.60,0.60,brake,2,0,1,1.153,-14.65,0,0,53.423
95,11.0775,32.298,0.1112,-43.914,-136.120,0.000,-0.2327,0.052,0.051,-0.012,0.274,0.000,16.27,0.60,brake,6,0,5,1.153,-14.63,0,0,53.421
96,11.1835,32.405,0.1092,-43.898,-136.120,0.000,-0.2303,0.240,0.234,-0.055,0.180,0.000,22.83,0.60,brake,6,0,5,1.154,-14.50,0,0,53.410
97,11.2938,32.515,0.1103,-43.864,-136.119,0.000,-0.2236,0.383,0.374,-0.085,0.108,0.000,29.44,0.60,brake,7,0,6,1.153,-14.11,0,0,53.387
98,11.4002,32.621,0.1094,-43.823,-136.112,0.000,-0.2125,0.456,0.446,-0.096,0.072,0.000,35.00,0.60,brake,7,0,6,1.148,-13.47,0,0,53.353
99,11.5127,32.733,0.1076,-43.779,-136.098,0.000,-0.1960,0.463,0.454,-0.090,0.068,0.000,35.00,0.60,brake,10,0,8,1.135,-12.53,0,0,53.313
100,11.6107,32.832,0.1058,-43.742,-136.082,0.000,-0.1794,0.465,0.458,-0.083,0.067,0.000,35.00,0.60,brake,13,0,6,1.120,-11.58,0,0,53.275
101,11.7254,32.942,0.1059,-43.701,-136.063,0.000,-0.1608,0.467,0.461,-0.075,0.066,0.000,28.65,0.60,brake,3,0,3,1.101,-10.51,0,0,53.233
102,11.8289,33.050,0.1092,-43.658,-136.046,0.000,-0.1440,0.483,0.478,-0.069,0.058,0.000,22.09,0.60,brake,1,1,0,1.085,-9.55,0,0,53.191
103,11.9388,33.159,0.1110,-43.611,-136.033,0.000,-0.1306,0.495,0.491,-0.064,0.053,0.000,15.43,0.60,brake,3,0,3,1.073,-8.78,0,0,53.150
104,12.0596,33.280,0.1111,-43.555,-136.024,0.000,-0.1196,0.496,0.493,-0.059,0.052,0.000,8.77,0.60,brake,4,0,4,1.066,-8.15,0,0,53.105
105,12.1823,33.389,0.1087,-43.505,-136.021,0.000,-0.1133,0.498,0.494,-0.056,0.051,0.000,2.25,0.60,brake,4,0,4,1.064,-7.79,0,0,53.068
106,12.2702,33.487,0.1082,-43.460,-136.021,0.000,-0.1102,0.484,0.481,-0.053,0.058,0.000,8.74,0.60,brake,8,0,8,1.065,-7.62,0,0,53.037
107,12.3792,33.598,0.1102,-43.409,-136.023,0.000,-0.1076,0.474,0.471,-0.051,1.000,0.000,15.36,2.80,avoid,7,0,7,1.068,-7.47,0,0,53.004
108,12.4963,33.716,0.1105,-43.356,-136.020,0.000,-0.1012,0.513,0.511,-0.052,1.000,0.000,21.99,2.80,avoid,6,0,6,1.066,-7.10,0,0,52.965
109,12.6033,33.823,0.1100,-43.287,-136.009,0.000,-0.0880,0.862,0.859,-0.076,0.969,0.000,15.39,2.80,avoid,2,0,2,1.056,-6.34,0,0,52.909
110,12.7079,33.930,0.1096,-43.165,-135.986,0.000,-0.0648,1.504,1.501,-0.097,0.648,0.000,19.16,2.80,avoid,6,0,6,1.036,-5.01,0,0,52.809
111,12.8296,34.049,0.1115,-42.948,-135.943,0.000,-0.0250,2.202,2.201,-0.055,0.299,0.000,12.47,2.80,avoid,2,1,0,0.998,-2.73,0,0,52.629
112,12.9287,34.148,0.1103,-42.715,-135.890,0.000,0.0144,2.634,2.634,0.038,0.000,0.339,5.85,0.60,brake,1,1,0,0.950,-0.47,0,0,52.432
113,13.0405,34.260,0.1122,-42.413,-135.840,0.000,0.0438,2.746,2.743,0.120,0.000,0.358,-0.88,0.60,brake,1,1,0,0.907,1.21,0,0,52.190
114,13.1530,34.372,0.1111,-42.118,-135.812,0.000,0.0520,2.560,2.557,0.133,0.000,0.327,-7.54,0.60,brake,1,1,0,0.886,1.68,0,0,51.970
115,13.2634,34.483,0.1109,-41.848,-135.809,0.000,0.0434,2.324,2.322,0.101,0.000,0.287,-14.20,0.60,brake,1,1,0,0.889,1.19,0,0,51.786
116,13.3909,34.607,0.1094,-41.580,-135.837,0.000,0.0153,2.056,2.056,0.031,0.000,0.243,-20.76,0.60,brake,2,0,2,0.923,-0.42,0,0,51.626
117,13.5035,34.719,0.1096,-41.372,-135.885,0.000,-0.0212,1.830,1.830,-0.039,0.000,0.205,-14.19,0.60,brake,15,1,0,0.976,-2.52,0,0,51.523
118,13.6058,34.827,0.1090,-41.194,-135.938,0.000,-0.0553,1.697,1.694,-0.094,0.000,0.183,-7.65,0.60,brake,15,1,0,1.033,-4.47,0,0,51.445
119,13.7142,34.935,0.1116,-41.025,-135.978,0.000,-0.0756,1.558,1.554,-0.118,0.000,0.160,-0.95,0.60,brake,10,1,0,1.077,-5.63,0,0,51.362
120,13.8257,35.046,0.1100,-40.864,-136.002,0.000,-0.0833,1.410,1.406,-0.117,0.000,0.135,5.65,0.60,brake,15,1,0,1.105,-6.07,0,0,51.274
121,13.9581,35.176,0.1112,-40.691,-136.012,0.000,-0.0790,1.248,1.244,-0.099,0.000,0.108,12.32,0.60,brake,15,1,0,1.118,-5.83,0,0,51.167
122,14.0668,35.285,0.1095,-40.643,-136.012,0.000,-0.0754,0.000,0.000,-0.000,0.300,0.000,5.75,0.60,brake,2,1,0,1.119,-5.62,0,0,51.136
123,14.1770,35.393,0.1103,-40.641,-136.012,0.000,-0.0752,0.008,0.008,-0.001,0.296,0.000,-0.86,0.60,brake,1,1,0,1.119,-5.61,0,0,51.135
124,14.2838,35.500,0.1099,-40.628,-136.013,0.000,-0.0751,0.174,0.174,-0.013,0.213,0.000,-7.46,0.60,brake,1,1,0,1.120,-5.60,0,0,51.127
125,14.3964,35.610,0.1101,-40.598,-136.017,0.000,-0.0765,0.344,0.343,-0.026,0.128,0.000,-0.85,0.60,brake,8,0,15,1.125,-5.68,0,0,51.110
126,14.5017,35.719,0.1121,-40.555,-136.023,0.000,-0.0781,0.430,0.428,-0.034,1.000,0.000,5.88,2.80,avoid,8,0,10,1.132,-5.77,0,0,51.086
127,14.6090,35.828,0.1088,-40.501,-136.025,0.000,-0.0768,0.541,0.539,-0.041,1.000,0.000,12.40,2.80,avoid,10,0,7,1.136,-5.70,0,0,51.053
128,14.7310,35.947,0.1106,-40.409,-136.020,0.000,-0.0678,1.037,1.035,-0.070,0.881,0.000,19.04,2.80,avoid,10,0,7,1.133,-5.18,0,0,50.989
129,14.8365,36.054,0.1109,-40.267,-135.999,0.000,-0.0456,1.654,1.653,-0.075,0.573,0.000,25.70,2.80,avoid,8,0,11,1.115,-3.91,0,0,50.880
130,14.9457,36.163,0.1108,-40.066,-135.943,0.000,0.0002,2.184,2.184,0.000,0.308,0.000,19.05,2.80,avoid,1,1,0,1.064,-1.29,0,0,50.706
131,15.0583,36.276,0.1110,-39.816,-135.853,0.000,0.0607,2.596,2.591,0.157,0.000,0.333,12.39,0.60,brake,1,1,0,0.980,2.18,0,0,50.476
132,15.1685,36.386,0.1111,-39.539,-135.765,0.000,0.1078,2.700,2.684,0.290,0.000,0.350,19.05,0.60,brake,11,1,0,0.897,4.88,0,0,50.228
133,15.2782,36.495,0.1120,-39.272,-135.675,0.000,0.1496,2.480,2.452,0.370,0.000,0.313,25.77,0.60,brake,12,1,0,0.814,7.27,0,0,49.987
134,15.3958,36.611,0.1101,-39.037,-135.557,0.000,0.2072,2.197,2.150,0.452,0.000,0.266,19.17,0.60,brake,1,1,0,0.701,10.57,0,0,49.746
135,15.5127,36.728,0.1116,-38.834,-135.429,0.000,0.2637,2.033,1.962,0.530,0.000,0.239,25.86,0.60,brake,11,1,0,0.578,13.81,0,0,49.517
136,15.6330,36.848,0.1079,-38.650,-135.306,0.000,0.3134,1.786,1.699,0.551,0.000,0.198,19.39,0.60,brake,1,1,0,0.458,16.66,0,0,49.304
137,15.7513,36.959,0.1076,-38.524,-135.202,0.000,0.3596,1.255,1.175,0.442,0.000,0.109,25.85,0.60,brake,12,1,0,0.358,19.30,0,0,49.144
138,15.8473,37.059,0.1071,-38.466,-135.154,0.000,0.3812,0.013,0.012,0.005,0.293,0.000,19.42,0.60,brake,11,1,0,0.311,20.54,0,0,49.070
139,15.9805,37.188,0.1144,-38.461,-135.151,0.000,0.3825,0.116,0.108,0.043,0.242,0.000,12.55,0.60,brake,10,0,1,0.308,20.62,0,0,49.065
140,16.0936,37.303,0.1153,-38.443,-135.138,0.000,0.3863,0.289,0.268,0.109,0.155,0.000,5.64,0.60,brake,8,1,0,0.295,20.83,0,0,49.043
141,16.1945,37.404,0.1144,-38.413,-135.120,0.000,0.3895,0.405,0.375,0.154,0.098,0.000,9.59,0.60,brake,11,1,0,0.279,21.02,0,0,49.011
142,16.3028,37.515,0.1149,-38.370,-135.097,0.000,0.3936,0.483,0.446,0.185,0.059,0.000,2.69,0.60,brake,10,1,0,0.256,21.25,0,0,48.965
143,16.4343,37.638,0.1084,-38.318,-135.069,0.000,0.3971,0.520,0.480,0.201,0.040,0.000,-3.81,0.60,brake,10,1,0,0.229,21.45,0,0,48.910
144,16.5730,37.781,0.1273,-38.255,-135.043,0.000,0.3960,0.490,0.452,0.189,0.055,0.000,-7.11,0.60,brake,10,1,0,0.205,21.39,0,0,48.850
145,16.6848,37.896,0.1278,-38.204,-135.027,0.000,0.3926,0.487,0.450,0.186,0.057,0.000,-6.87,0.60,brake,10,1,0,0.190,21.20,0,0,48.804
146,16.7953,38.007,0.1105,-38.154,-135.012,0.000,0.3887,0.479,0.444,0.182,0.060,0.000,-0.24,0.60,brake,11,0,1,0.176,20.97,0,0,48.762
147,16.9076,38.118,0.1099,-38.107,-134.996,0.000,0.3869,0.461,0.427,0.174,0.000,0.077,5.05,0.00,emergency_stop,11,1,0,0.162,20.87,0,0,48.719
148,17.0206,38.234,0.1140,-38.092,-134.990,0.000,0.3870,0.000,0.000,0.000,0.000,0.000,11.88,0.00,emergency_stop,12,1,0,0.156,20.87,0,0,48.705
149,17.1174,38.333,0.1110,-38.092,-134.990,0.000,0.3870,0.000,0.000,0.000,0.000,0.000,18.12,0.00,emergency_stop,12,1,0,0.156,20.87,0,0,48.705
150,17.2269,38.443,0.1130,-38.092,-134.990,0.000,0.3870,0.000,0.000,0.000,0.000,0.000,24.90,0.00,emergency_stop,13,1,0,0.156,20.87,0,0,48.705
