tick,matlabTime,carlaTime,dt,egoX,egoY,egoZ,egoYaw,egoSpeed,vxDerived,vyDerived,throttle,brake,steerDeg,targetSpeed,decisionState,selectedCandidate,k2Active,feasibleCount,cteApprox,headErrDeg,cumCollisionCount,newEventsThisTick,goalDist
151,17.3357,38.553,0.1105,-38.092,-134.990,0.000,0.3870,0.000,0.000,0.000,0.000,0.000,30.91,0.00,emergency_stop,13,1,0,0.156,20.87,0,0,48.705
152,17.4348,38.650,0.1109,-38.092,-134.990,0.000,0.3870,0.000,0.000,0.000,0.000,0.000,35.00,0.00,emergency_stop,14,1,0,0.156,20.87,0,0,48.705
153,17.5465,38.763,0.1086,-38.092,-134.990,0.000,0.3870,0.000,0.000,0.000,0.000,0.000,35.00,0.00,emergency_stop,15,1,0,0.156,20.87,0,0,48.705
154,17.6464,38.863,0.1088,-38.092,-134.990,0.000,0.3870,0.000,0.000,0.000,0.000,0.000,35.00,0.00,emergency_stop,15,1,0,0.156,20.87,0,0,48.705
155,17.7606,38.976,0.1105,-38.092,-134.990,0.000,0.3870,0.000,0.000,0.000,0.000,0.000,28.37,0.00,emergency_stop,1,1,0,0.156,20.87,0,0,48.705
156,17.8771,39.091,0.1105,-38.092,-134.990,0.000,0.3870,0.000,0.000,0.000,0.000,0.000,21.74,0.00,emergency_stop,1,1,0,0.156,20.87,0,0,48.705
157,17.9910,39.205,0.1102,-38.092,-134.990,0.000,0.3870,0.000,0.000,0.000,0.000,0.000,15.12,0.00,emergency_stop,1,1,0,0.156,20.87,0,0,48.705
158,18.0892,39.305,0.1093,-38.092,-134.990,0.000,0.3870,0.000,0.000,0.000,0.000,0.000,21.68,0.00,emergency_stop,13,0,4,0.156,20.87,0,0,48.705
159,18.1976,39.415,0.1110,-38.092,-134.990,0.000,0.3870,0.000,0.000,0.000,0.000,0.000,28.34,0.00,emergency_stop,14,0,2,0.156,20.87,0,0,48.705
160,18.3062,39.525,0.1113,-38.092,-134.990,0.000,0.3870,0.000,0.000,0.000,0.000,0.000,21.66,0.00,emergency_stop,3,0,4,0.156,20.87,0,0,48.705
161,18.4154,39.635,0.1104,-38.092,-134.990,0.000,0.3870,0.000,0.000,0.000,0.000,0.000,15.03,0.00,emergency_stop,3,0,4,0.156,20.87,0,0,48.705
162,18.5392,39.757,0.1110,-38.092,-134.990,0.000,0.3870,0.000,0.000,0.000,0.000,0.000,8.37,0.00,emergency_stop,4,0,4,0.156,20.87,0,0,48.705
163,18.6486,39.865,0.1093,-38.092,-134.990,0.000,0.3870,0.000,0.000,0.000,0.000,0.000,1.82,0.00,emergency_stop,4,0,4,0.156,20.87,0,0,48.705
164,18.7562,39.975,0.1100,-38.092,-134.990,0.000,0.3870,0.000,0.000,0.000,0.000,0.000,-4.78,0.00,emergency_stop,5,0,5,0.156,20.87,0,0,48.705
165,18.8663,40.084,0.1090,-38.092,-134.990,0.000,0.3870,0.000,0.000,0.000,0.000,0.000,-11.32,0.00,emergency_stop,4,0,4,0.156,20.87,0,0,48.705
166,18.9766,40.194,0.1088,-38.092,-134.990,0.000,0.3870,0.000,0.000,0.000,0.000,0.000,-17.85,0.00,emergency_stop,4,0,4,0.156,20.87,0,0,48.705
167,19.0886,40.303,0.1103,-38.092,-134.990,0.000,0.3870,0.000,0.000,0.000,0.000,0.000,-24.47,0.00,emergency_stop,1,0,1,0.156,20.87,0,0,48.705
168,19.1987,40.413,0.1091,-38.092,-134.990,0.000,0.3870,0.000,0.000,0.000,0.000,0.000,-31.02,0.00,emergency_stop,4,0,4,0.156,20.87,0,0,48.705
169,19.3070,40.523,0.1093,-38.092,-134.990,0.000,0.3870,0.000,0.000,0.000,0.300,0.000,-35.00,0.60,brake,4,0,4,0.156,20.87,0,0,48.705
170,19.4164,40.632,0.1090,-38.091,-134.991,0.000,0.3869,0.030,0.028,0.011,0.285,0.000,-35.00,0.60,brake,2,0,2,0.156,20.87,0,0,48.705
171,19.5250,40.742,0.1104,-38.090,-134.991,0.000,0.3862,0.059,0.054,0.022,0.271,0.000,-35.00,0.60,brake,2,0,2,0.156,20.83,0,0,48.704
172,19.6357,40.852,0.1119,-38.077,-134.993,0.000,0.3807,0.213,0.198,0.079,0.194,0.000,-35.00,0.60,brake,1,0,1,0.159,20.51,0,0,48.698
173,19.7500,40.965,0.1105,-38.051,-134.999,0.000,0.3697,0.312,0.291,0.113,0.144,0.000,-35.00,0.60,brake,2,0,2,0.165,19.88,0,0,48.685
174,19.8563,41.075,0.1090,-38.014,-135.007,0.000,0.3542,0.413,0.387,0.143,0.094,0.000,-35.00,0.60,brake,3,0,3,0.174,18.99,0,0,48.669
175,19.9632,41.183,0.1105,-37.973,-135.018,0.000,0.3365,0.440,0.415,0.145,0.080,0.000,-35.00,0.60,brake,4,0,4,0.186,17.98,0,0,48.651
176,20.0721,41.291,0.1086,-37.929,-135.031,0.000,0.3175,0.454,0.432,0.142,0.073,0.000,-35.00,0.60,brake,2,0,2,0.200,16.89,0,0,48.632
177,20.1845,41.398,0.1101,-37.885,-135.044,0.000,0.2987,0.459,0.439,0.135,0.070,0.000,-28.39,0.60,brake,14,0,1,0.215,15.81,0,0,48.615
178,20.2882,41.501,0.1115,-37.841,-135.056,0.000,0.2819,0.460,0.442,0.128,0.070,0.000,-21.70,0.60,brake,15,1,0,0.227,14.85,0,0,48.596
179,20.4043,41.621,0.1110,-37.786,-135.062,0.000,0.2672,0.466,0.449,0.123,0.067,0.000,-15.05,0.60,brake,15,0,1,0.235,14.01,0,0,48.567
180,20.5081,41.724,0.1104,-37.737,-135.064,0.000,0.2574,0.489,0.473,0.125,0.055,0.000,-8.42,0.60,brake,15,0,1,0.237,13.45,0,0,48.536
181,20.6206,41.838,0.1107,-37.680,-135.059,0.000,0.2503,0.496,0.481,0.123,0.052,0.000,-1.77,0.60,brake,15,1,0,0.234,13.04,0,0,48.497
182,20.7395,41.955,0.1105,-37.622,-135.050,0.000,0.2472,0.484,0.470,0.119,0.058,0.000,-8.41,0.60,brake,3,1,0,0.226,12.87,0,0,48.453
183,20.8433,42.058,0.1090,-37.573,-135.040,0.000,0.2451,0.470,0.456,0.114,1.000,0.000,-14.94,2.80,avoid,2,1,0,0.217,12.74,0,0,48.414
184,20.9600,42.177,0.1103,-37.515,-135.035,0.000,0.2383,0.507,0.493,0.120,1.000,0.000,-21.56,2.80,avoid,1,1,0,0.214,12.36,0,0,48.374
185,21.0706,42.281,0.1106,-37.458,-135.036,0.000,0.2297,0.474,0.461,0.108,1.000,0.000,-28.20,2.80,avoid,1,1,0,0.216,11.86,4,4,48.338
186,21.1941,42.396,0.1101,-37.429,-135.036,0.000,0.2276,0.189,0.184,0.043,1.000,0.000,-34.81,2.80,avoid,1,1,0,0.217,11.74,13,9,48.321
187,21.2741,42.488,0.1000,-37.409,-135.036,0.000,0.2261,0.236,0.230,0.053,1.000,0.000,-28.80,2.80,avoid,15,1,0,0.217,11.66,20,7,48.308
188,21.3813,42.591,0.1031,-37.369,-135.043,0.000,0.2163,0.523,0.511,0.112,1.000,0.000,-22.62,2.80,avoid,13,0,3,0.225,11.09,28,8,48.289
189,21.4930,42.702,0.1084,-37.298,-135.051,0.000,0.2009,0.957,0.938,0.191,0.921,0.000,-16.12,2.80,avoid,13,0,3,0.234,10.21,33,5,48.250
190,21.6001,42.815,0.1120,-37.163,-135.058,0.000,0.1813,1.345,1.323,0.243,0.727,0.000,-9.40,2.80,avoid,14,0,3,0.244,9.09,42,9,48.171
191,21.7129,42.926,0.1104,-37.013,-135.051,0.000,0.1705,1.388,1.368,0.236,0.706,0.000,-2.77,2.80,avoid,14,0,4,0.241,8.47,51,9,48.072
192,21.8152,43.030,0.1115,-36.872,-135.034,0.000,0.1669,1.362,1.343,0.226,0.719,0.000,-9.46,2.80,avoid,2,0,3,0.227,8.26,59,8,47.970
193,21.9434,43.156,0.1114,-36.717,-135.014,0.000,0.1628,1.186,1.171,0.192,0.807,0.000,-16.15,2.80,avoid,3,0,3,0.210,8.03,69,10,47.858
194,22.0524,43.267,0.1099,-36.596,-135.008,0.000,0.1531,1.006,0.995,0.153,0.897,0.000,-22.74,2.80,avoid,4,0,1,0.207,7.47,78,9,47.779
195,22.1681,43.380,0.1096,-36.493,-135.011,0.000,0.1393,0.901,0.892,0.125,0.950,0.000,-29.32,2.80,avoid,1,1,0,0.213,6.68,87,9,47.718
196,22.2801,43.492,0.1107,-36.401,-135.023,0.000,0.1209,0.808,0.802,0.098,0.996,0.000,-22.68,2.80,avoid,14,0,2,0.227,5.63,96,9,47.670
197,22.3750,43.590,0.1088,-36.326,-135.035,0.000,0.1051,0.798,0.793,0.084,1.000,0.000,-16.15,2.80,avoid,12,0,4,0.240,4.72,104,8,47.633
198,22.4913,43.700,0.1083,-36.241,-135.039,0.000,0.0932,0.821,0.817,0.076,0.990,0.000,-9.65,2.80,avoid,13,0,3,0.247,4.04,113,9,47.584
199,22.6068,43.820,0.1111,-36.138,-135.036,0.000,0.0845,0.891,0.888,0.075,0.955,0.000,-2.98,2.80,avoid,13,0,3,0.246,3.54,123,10,47.519
200,22.7152,43.928,0.1110,-36.038,-135.026,0.000,0.0813,0.979,0.976,0.079,0.910,0.000,3.68,2.80,avoid,14,0,3,0.239,3.36,132,9,47.450
201,22.8258,44.037,0.1099,-35.926,-135.008,0.000,0.0837,1.003,1.000,0.084,0.898,0.000,-2.92,2.80,avoid,2,0,3,0.223,3.50,141,9,47.368
202,22.9444,44.158,0.1108,-35.809,-134.993,0.000,0.0838,0.957,0.954,0.080,0.921,0.000,-9.57,2.80,avoid,2,0,3,0.211,3.50,150,9,47.284
203,23.0332,44.247,0.1004,-35.722,-134.990,0.000,0.0792,0.992,0.989,0.079,0.904,0.000,-15.59,2.80,avoid,1,1,0,0.209,3.24,157,7,47.229
204,23.1299,44.345,0.1021,-35.626,-134.996,0.000,0.0676,0.995,0.993,0.067,0.902,0.000,-21.72,2.80,avoid,1,1,0,0.217,2.58,165,8,47.175
205,23.2446,44.460,0.1091,-35.519,-135.015,0.000,0.0467,0.991,0.990,0.046,0.905,0.000,-28.27,2.80,avoid,1,1,0,0.239,1.37,174,9,47.126
206,23.3638,44.579,0.1100,-35.409,-135.049,0.000,0.0166,1.038,1.038,0.017,0.000,0.173,-21.66,0.00,emergency_stop,15,0,1,0.275,-0.35,184,10,47.086
207,23.4583,44.674,0.1000,-35.310,-135.085,0.000,-0.0116,1.254,1.254,-0.015,0.000,0.209,-15.66,0.00,emergency_stop,15,1,0,0.313,-1.97,192,8,47.055
208,23.5658,44.781,0.1035,-35.190,-135.119,0.000,-0.0369,1.098,1.098,-0.041,0.000,0.183,-9.45,0.00,emergency_stop,15,1,0,0.351,-3.41,201,9,47.011
209,23.6742,44.886,0.1090,-35.108,-135.138,0.000,-0.0496,0.088,0.088,-0.004,0.000,0.015,-2.91,0.00,emergency_stop,15,1,0,0.371,-4.14,210,9,46.976
210,23.7968,45.004,0.1110,-35.109,-135.136,0.000,-0.0497,0.008,0.008,-0.000,0.000,0.001,3.75,0.00,emergency_stop,15,0,1,0.370,-4.15,220,10,46.976
211,23.8964,45.111,0.1084,-35.110,-135.136,0.000,-0.0498,0.004,0.004,-0.000,0.000,0.001,10.25,0.00,emergency_stop,15,0,1,0.369,-4.15,229,9,46.976
212,24.0028,45.218,0.1000,-35.110,-135.135,0.000,-0.0498,0.001,0.001,-0.000,0.000,0.000,16.25,0.00,emergency_stop,15,1,0,0.368,-4.15,238,9,46.975
213,24.0970,45.313,0.1056,-35.110,-135.134,0.000,-0.0498,0.000,0.000,-0.000,0.000,0.000,9.92,0.00,emergency_stop,4,0,1,0.367,-4.15,246,8,46.975
214,24.2173,45.429,0.1087,-35.110,-135.134,0.000,-0.0498,0.004,0.004,-0.000,0.000,0.001,3.39,0.00,emergency_stop,4,0,1,0.367,-4.15,256,10,46.975
215,24.3228,45.535,0.1062,-35.111,-135.133,0.000,-0.0498,0.005,0.005,-0.000,0.000,0.001,-2.98,0.00,emergency_stop,2,1,0,0.366,-4.15,265,9,46.974
216,24.4248,45.642,0.1053,-35.111,-135.133,0.000,-0.0498,0.001,0.001,-0.000,0.000,0.000,-9.29,0.00,emergency_stop,5,0,5,0.366,-4.15,274,9,46.974
217,24.5213,45.738,0.1016,-35.111,-135.133,0.000,-0.0498,0.000,0.000,-0.000,0.000,0.000,-15.32,0.00,emergency_stop,5,0,5,0.366,-4.15,282,8,46.974
218,24.6268,45.843,0.1088,-35.111,-135.133,0.000,-0.0498,0.000,0.000,-0.000,0.000,0.000,-15.32,0.00,emergency_stop,5,0,5,0.366,-4.15,291,9,46.974
219,24.7468,45.962,0.1096,-35.111,-135.133,0.000,-0.0498,0.000,0.000,-0.000,0.000,0.000,-21.90,0.00,emergency_stop,4,0,5,0.366,-4.15,301,10,46.974
220,24.8305,46.044,0.1041,-35.111,-135.133,0.000,-0.0498,0.000,0.000,-0.000,0.000,0.000,-27.10,0.00,emergency_stop,4,0,5,0.366,-4.16,308,7,46.974
221,24.9453,46.161,0.1138,-35.111,-135.133,0.000,-0.0498,0.000,0.000,-0.000,0.300,0.000,-27.09,0.60,brake,4,0,5,0.366,-4.16,317,9,46.974
222,25.0545,46.271,0.1072,-35.113,-135.131,0.000,-0.0492,0.064,0.064,-0.003,0.268,0.000,-33.53,0.60,brake,3,0,5,0.364,-4.12,327,10,46.974
223,25.1613,46.377,0.1114,-35.117,-135.128,0.000,-0.0480,0.053,0.053,-0.003,0.274,0.000,-26.84,0.60,brake,15,0,1,0.361,-4.05,336,9,46.974
224,25.2792,46.495,0.1076,-35.119,-135.126,0.000,-0.0474,0.034,0.034,-0.002,0.283,0.000,-20.39,0.60,brake,13,0,5,0.359,-4.02,346,10,46.974
225,25.3855,46.601,0.1087,-35.118,-135.126,0.000,-0.0479,0.015,0.015,-0.001,0.293,0.000,-13.87,0.60,brake,14,0,4,0.359,-4.04,355,9,46.973
226,25.4921,46.707,0.1096,-35.114,-135.126,0.000,-0.0487,0.037,0.037,-0.002,0.282,0.000,-7.29,0.60,brake,14,0,4,0.359,-4.09,364,9,46.971
227,25.5997,46.815,0.1107,-35.109,-135.127,0.000,-0.0495,0.043,0.043,-0.002,0.278,0.000,-13.93,0.60,brake,3,0,5,0.360,-4.14,373,9,46.968
228,25.7226,46.936,0.1090,-35.105,-135.127,0.000,-0.0502,0.016,0.016,-0.001,0.292,0.000,-20.47,0.60,brake,3,0,4,0.360,-4.18,383,10,46.966
229,25.8321,47.045,0.1110,-35.103,-135.127,0.000,-0.0506,0.004,0.004,-0.000,0.298,0.000,-27.13,0.60,brake,3,0,4,0.360,-4.20,392,9,46.965
230,25.9385,47.154,0.1082,-35.103,-135.127,0.000,-0.0512,0.015,0.015,-0.001,0.293,0.000,-33.63,0.60,brake,3,0,5,0.360,-4.23,401,9,46.964
231,26.0648,47.277,0.1097,-35.101,-135.128,0.000,-0.0527,0.020,0.020,-0.001,0.290,0.000,-27.04,0.60,brake,13,0,5,0.361,-4.32,410,9,46.964
232,26.1585,47.374,0.1105,-35.100,-135.129,0.000,-0.0541,0.007,0.007,-0.000,0.296,0.000,-20.42,0.60,brake,13,0,5,0.362,-4.40,418,8,46.964
233,26.2558,47.471,0.1072,-35.098,-135.129,0.000,-0.0549,0.008,0.008,-0.000,0.296,0.000,-13.98,0.60,brake,14,0,2,0.363,-4.45,426,8,46.964
234,26.3640,47.581,0.1094,-35.098,-135.129,0.000,-0.0553,0.004,0.004,-0.000,0.298,0.000,-7.42,0.60,brake,13,0,3,0.362,-4.47,435,9,46.963
235,26.4759,47.690,0.1102,-35.097,-135.128,0.000,-0.0557,0.005,0.005,-0.000,1.000,0.000,-0.81,2.80,avoid,12,0,5,0.362,-4.49,444,9,46.962
236,26.5968,47.810,0.1111,-35.094,-135.128,0.000,-0.0556,0.051,0.051,-0.003,1.000,0.000,5.86,2.80,avoid,13,0,4,0.361,-4.49,454,10,46.960
237,26.7032,47.919,0.1100,-35.075,-135.127,0.000,-0.0550,0.338,0.337,-0.019,1.000,0.000,12.45,2.80,avoid,13,0,5,0.361,-4.45,463,9,46.948
238,26.8095,48.026,0.1096,-35.021,-135.121,0.000,-0.0496,0.571,0.571,-0.028,1.000,0.000,19.03,2.80,avoid,14,0,4,0.356,-4.14,472,9,46.911
239,26.9178,48.133,0.1099,-34.949,-135.105,0.000,-0.0366,0.777,0.776,-0.028,1.000,0.000,12.43,2.80,avoid,2,0,3,0.342,-3.40,481,9,46.855
240,27.0398,48.252,0.1106,-34.829,-135.080,0.000,-0.0163,1.290,1.289,-0.021,0.000,0.215,5.80,0.00,emergency_stop,3,0,5,0.319,-2.23,490,9,46.764
241,27.1320,48.348,0.1084,-34.690,-135.061,0.000,-0.0021,1.585,1.585,-0.003,0.000,0.264,-0.71,0.00,emergency_stop,3,0,5,0.304,-1.42,498,8,46.666
242,27.2500,48.468,0.1097,-34.516,-135.056,0.000,0.0021,1.312,1.312,0.003,0.000,0.219,-7.29,0.00,emergency_stop,3,0,5,0.302,-1.18,508,10,46.558
243,27.3534,48.572,0.1108,-34.441,-135.057,0.000,0.0008,0.012,0.012,0.000,0.000,0.002,-13.94,0.00,emergency_stop,2,0,4,0.306,-1.25,516,8,46.516
244,27.4652,48.680,0.1102,-34.443,-135.057,0.000,0.0010,0.004,0.004,0.000,0.000,0.001,-7.33,0.00,emergency_stop,13,0,5,0.305,-1.24,526,10,46.516
245,27.5789,48.788,0.1091,-34.443,-135.057,0.000,0.0012,0.009,0.009,0.000,0.000,0.001,-0.78,0.00,emergency_stop,12,0,5,0.305,-1.23,535,9,46.517
246,27.6921,48.907,0.1114,-34.443,-135.056,0.000,0.0014,0.013,0.013,0.000,0.000,0.002,5.90,0.00,emergency_stop,13,0,4,0.304,-1.22,545,10,46.516
247,27.7984,49.014,0.1099,-34.444,-135.055,0.000,0.0016,0.011,0.011,0.000,0.000,0.002,12.50,0.00,emergency_stop,13,0,5,0.303,-1.21,554,9,46.515
248,27.9075,49.124,0.1110,-34.444,-135.054,0.000,0.0018,0.008,0.008,0.000,0.000,0.001,19.16,0.00,emergency_stop,14,0,4,0.302,-1.20,563,9,46.515
249,28.0166,49.232,0.1108,-34.445,-135.054,0.000,0.0018,0.002,0.002,0.000,0.000,0.000,25.81,0.00,emergency_stop,14,0,4,0.302,-1.20,572,9,46.515
250,28.1359,49.351,0.1075,-34.445,-135.054,0.000,0.0018,0.000,0.000,0.000,0.000,0.000,32.26,0.00,emergency_stop,14,0,4,0.302,-1.20,582,10,46.516
251,28.2516,49.468,0.1000,-34.445,-135.054,0.000,0.0018,0.001,0.001,0.000,0.000,0.000,35.00,0.00,emergency_stop,13,0,5,0.303,-1.20,590,8,46.516
252,28.3349,49.553,0.1104,-34.445,-135.054,0.000,0.0018,0.001,0.001,0.000,0.000,0.000,35.00,0.00,emergency_stop,13,0,5,0.303,-1.20,596,6,46.516
253,28.4471,49.661,0.1017,-34.445,-135.054,0.000,0.0018,0.001,0.001,0.000,0.000,0.000,35.00,0.00,emergency_stop,13,0,5,0.303,-1.20,606,10,46.516
254,28.5525,49.768,0.1101,-34.445,-135.054,0.000,0.0018,0.001,0.001,0.000,0.000,0.000,35.00,0.00,emergency_stop,13,0,5,0.303,-1.20,615,9,46.516
255,28.6596,49.877,0.1120,-34.446,-135.054,0.000,0.0018,0.001,0.001,0.000,0.000,0.000,35.00,0.00,emergency_stop,13,0,5,0.303,-1.20,623,8,46.516
256,28.7669,49.984,0.1105,-34.446,-135.054,0.000,0.0018,0.001,0.001,0.000,0.000,0.000,35.00,0.00,emergency_stop,13,0,4,0.303,-1.20,633,10,46.516
257,28.8916,50.104,0.1090,-34.446,-135.054,0.000,0.0018,0.001,0.001,0.000,0.300,0.000,35.00,0.60,brake,13,0,5,0.303,-1.20,643,10,46.516
258,28.9964,50.213,0.1100,-34.448,-135.055,0.000,0.0012,0.037,0.037,0.000,0.281,0.000,35.00,0.60,brake,14,0,4,0.303,-1.23,652,9,46.518
259,29.1032,50.317,0.1085,-34.451,-135.055,0.000,0.0004,0.027,0.027,0.000,0.286,0.000,28.49,0.60,brake,3,0,5,0.304,-1.27,661,9,46.520
260,29.2114,50.427,0.1107,-34.453,-135.055,0.000,0.0005,0.016,0.016,0.000,0.292,0.000,21.85,0.60,brake,3,0,4,0.303,-1.27,670,9,46.521
261,29.3231,50.536,0.1111,-34.450,-135.053,0.000,0.0016,0.032,0.032,0.000,0.284,0.000,15.18,0.60,brake,3,0,4,0.301,-1.21,679,9,46.518
262,29.4493,50.655,0.1092,-34.446,-135.051,0.000,0.0030,0.014,0.014,0.000,0.293,0.000,8.63,0.60,brake,3,0,5,0.299,-1.13,689,10,46.514
263,29.5344,50.750,0.1044,-34.445,-135.051,0.000,0.0034,0.013,0.013,0.000,0.294,0.000,2.37,0.60,brake,3,0,5,0.299,-1.10,697,8,46.513
264,29.6413,50.857,0.1003,-34.444,-135.051,0.000,0.0038,0.017,0.017,0.000,0.292,0.000,-3.65,0.60,brake,2,0,4,0.299,-1.08,706,9,46.512
265,29.7485,50.966,0.1105,-34.443,-135.051,0.000,0.0038,0.003,0.003,0.000,0.298,0.000,-10.28,0.60,brake,2,0,5,0.299,-1.08,715,9,46.512
266,29.8537,51.071,0.1079,-34.442,-135.051,0.000,0.0034,0.005,0.005,0.000,0.297,0.000,-3.81,0.60,brake,13,0,5,0.299,-1.10,724,9,46.511
267,29.9611,51.178,0.1073,-34.440,-135.051,0.000,0.0031,0.007,0.007,0.000,0.000,0.001,2.63,0.00,emergency_stop,13,0,5,0.300,-1.12,733,9,46.511
268,30.0719,51.286,0.1105,-34.440,-135.051,0.000,0.0030,0.000,0.000,0.000,0.000,0.000,9.26,0.00,emergency_stop,13,0,4,0.300,-1.13,742,9,46.510
269,30.2024,51.404,0.1106,-34.440,-135.051,0.000,0.0030,0.001,0.001,0.000,0.000,0.000,15.90,0.00,emergency_stop,13,0,5,0.300,-1.13,752,10,46.510
270,30.2909,51.506,0.1069,-34.440,-135.051,0.000,0.0030,0.002,0.002,0.000,0.000,0.000,22.31,0.00,emergency_stop,14,0,4,0.300,-1.13,760,8,46.510
271,30.4094,51.624,0.1143,-34.440,-135.051,0.000,0.0030,0.001,0.001,0.000,0.000,0.000,15.45,0.00,emergency_stop,3,0,5,0.299,-1.13,770,10,46.510
272,30.5129,51.730,0.1091,-34.440,-135.051,0.000,0.0031,0.002,0.002,0.000,0.000,0.000,8.90,0.00,emergency_stop,3,0,4,0.299,-1.13,779,9,46.510
273,30.6201,51.836,0.1082,-34.441,-135.050,0.000,0.0031,0.001,0.001,0.000,0.000,0.000,2.41,0.00,emergency_stop,3,0,4,0.299,-1.12,788,9,46.510
274,30.7276,51.943,0.1091,-34.441,-135.050,0.000,0.0031,0.001,0.001,0.000,0.000,0.000,-4.14,0.00,emergency_stop,3,0,3,0.299,-1.13,797,9,46.510
275,30.8371,52.053,0.1094,-34.441,-135.050,0.000,0.0030,0.001,0.001,0.000,0.000,0.000,-10.70,0.00,emergency_stop,3,0,5,0.299,-1.13,806,9,46.510
276,30.9460,52.163,0.1095,-34.441,-135.051,0.000,0.0030,0.002,0.002,0.000,0.000,0.000,-4.13,0.00,emergency_stop,15,0,1,0.299,-1.13,815,9,46.510
277,31.0549,52.273,0.1106,-34.441,-135.051,0.000,0.0030,0.000,0.000,0.000,0.000,0.000,2.50,0.00,emergency_stop,14,0,2,0.299,-1.13,824,9,46.511
278,31.1640,52.380,0.1086,-34.441,-135.051,0.000,0.0030,0.000,0.000,0.000,0.000,0.000,9.01,0.00,emergency_stop,13,0,5,0.299,-1.13,833,9,46.511
279,31.2783,52.490,0.1083,-34.441,-135.051,0.000,0.0030,0.000,0.000,0.000,0.000,0.000,15.51,0.00,emergency_stop,12,0,5,0.299,-1.13,842,9,46.511
280,31.3837,52.599,0.1094,-34.441,-135.051,0.000,0.0030,0.000,0.000,0.000,0.000,0.000,22.08,0.00,emergency_stop,13,0,4,0.299,-1.13,851,9,46.511
281,31.5017,52.718,0.1120,-34.441,-135.051,0.000,0.0030,0.000,0.000,0.000,0.300,0.000,28.80,0.60,brake,13,0,5,0.299,-1.13,861,10,46.511
282,31.6120,52.828,0.1090,-34.444,-135.051,0.000,0.0025,0.060,0.060,0.000,0.270,0.000,35.00,0.60,brake,14,0,4,0.300,-1.16,870,9,46.513
283,31.7231,52.936,0.1100,-34.448,-135.052,0.000,0.0016,0.039,0.039,0.000,0.280,0.000,35.00,0.60,brake,14,0,4,0.301,-1.21,879,9,46.516
284,31.8264,53.042,0.1105,-34.449,-135.052,0.000,0.0017,0.007,0.007,0.000,0.297,0.000,35.00,0.60,brake,14,0,4,0.300,-1.20,888,9,46.516
285,31.9331,53.149,0.1096,-34.447,-135.050,0.000,0.0035,0.047,0.047,0.000,0.277,0.000,35.00,0.60,brake,13,0,5,0.298,-1.10,897,9,46.513
286,32.0618,53.269,0.1095,-34.443,-135.045,0.000,0.0072,0.049,0.049,0.000,0.276,0.000,35.00,0.60,brake,13,0,5,0.294,-0.89,907,10,46.507
287,32.1432,53.359,0.1020,-34.440,-135.042,0.000,0.0103,0.069,0.069,0.001,0.266,0.000,35.00,0.60,brake,13,0,5,0.290,-0.71,914,7,46.503
288,32.2519,53.468,0.1037,-34.436,-135.037,0.000,0.0140,0.102,0.102,0.001,0.000,0.017,35.00,0.00,emergency_stop,13,0,5,0.286,-0.50,923,9,46.497
289,32.3560,53.575,0.1098,-34.435,-135.037,0.000,0.0153,0.004,0.004,0.000,0.000,0.001,35.00,0.00,emergency_stop,13,0,5,0.285,-0.43,931,8,46.495
290,32.4786,53.694,0.1100,-34.435,-135.037,0.000,0.0152,0.001,0.001,0.000,0.000,0.000,35.00,0.00,emergency_stop,13,0,4,0.285,-0.43,942,11,46.496
291,32.5879,53.801,0.1109,-34.435,-135.037,0.000,0.0152,0.000,0.000,0.000,0.000,0.000,35.00,0.00,emergency_stop,13,0,3,0.285,-0.43,951,9,46.496
292,32.6933,53.909,0.1110,-34.436,-135.037,0.000,0.0152,0.000,0.000,0.000,0.000,0.000,35.00,0.00,emergency_stop,12,0,5,0.285,-0.43,960,9,46.496
293,32.8100,54.026,0.1110,-34.436,-135.037,0.000,0.0152,0.002,0.002,0.000,0.000,0.000,35.00,0.00,emergency_stop,13,0,5,0.285,-0.43,970,10,46.496
294,32.9187,54.134,0.1110,-34.436,-135.037,0.000,0.0152,0.002,0.002,0.000,0.000,0.000,35.00,0.00,emergency_stop,14,0,4,0.286,-0.43,979,9,46.497
295,33.0269,54.242,0.1091,-34.436,-135.037,0.000,0.0152,0.001,0.001,0.000,0.000,0.000,35.00,0.00,emergency_stop,14,0,4,0.286,-0.43,988,9,46.497
296,33.1464,54.360,0.1120,-34.436,-135.037,0.000,0.0152,0.001,0.001,0.000,0.000,0.000,35.00,0.00,emergency_stop,13,0,5,0.286,-0.43,998,10,46.497
297,33.2515,54.468,0.1113,-34.437,-135.037,0.000,0.0152,0.001,0.001,0.000,0.000,0.000,35.00,0.00,emergency_stop,13,0,5,0.286,-0.43,1007,9,46.497
298,33.3604,54.578,0.1103,-34.437,-135.037,0.000,0.0152,0.000,0.000,0.000,0.000,0.000,35.00,0.00,emergency_stop,13,0,5,0.286,-0.43,1015,8,46.497
299,33.4693,54.685,0.1101,-34.437,-135.038,0.000,0.0152,0.000,0.000,0.000,0.000,0.000,35.00,0.00,emergency_stop,13,0,5,0.286,-0.43,1025,10,46.497
300,33.5742,54.791,0.1112,-34.437,-135.038,0.000,0.0152,0.000,0.000,0.000,0.000,0.000,35.00,0.00,emergency_stop,13,0,4,0.286,-0.43,1034,9,46.497
