tick,matlabTime,carlaEventTime,otherActorId,otherActorType,impulseMagnitude,egoXAtImpact,egoYAtImpact,egoYawDegAtImpact
194,22.0521,43.207,116,vehicle.mitsubishi.fusorosa,247.025,-36.670,135.011,-9.14
194,22.0522,43.219,116,vehicle.mitsubishi.fusorosa,42.409,-36.657,135.010,-9.10
194,22.0522,43.231,116,vehicle.mitsubishi.fusorosa,38.497,-36.645,135.009,-9.05
194,22.0522,43.242,116,vehicle.mitsubishi.fusorosa,44.536,-36.633,135.009,-8.99
194,22.0523,43.254,116,vehicle.mitsubishi.fusorosa,38.937,-36.621,135.008,-8.92
194,22.0523,43.267,116,vehicle.mitsubishi.fusorosa,44.100,-36.609,135.008,-8.85
194,22.0523,43.279,116,vehicle.mitsubishi.fusorosa,32.692,-36.596,135.008,-8.77
194,22.0524,43.293,116,vehicle.mitsubishi.fusorosa,37.362,-36.584,135.008,-8.70
195,22.1677,43.305,116,vehicle.mitsubishi.fusorosa,43.089,-36.570,135.008,-8.60
195,22.1678,43.318,116,vehicle.mitsubishi.fusorosa,199.180,-36.558,135.008,-8.52
195,22.1679,43.330,116,vehicle.mitsubishi.fusorosa,35.397,-36.546,135.008,-8.44
195,22.1679,43.342,116,vehicle.mitsubishi.fusorosa,40.961,-36.536,135.008,-8.37
195,22.1680,43.355,116,vehicle.mitsubishi.fusorosa,43.393,-36.526,135.009,-8.29
195,22.1680,43.367,116,vehicle.mitsubishi.fusorosa,37.311,-36.515,135.009,-8.19
195,22.1680,43.380,116,vehicle.mitsubishi.fusorosa,40.105,-36.504,135.010,-8.09
195,22.1681,43.391,116,vehicle.mitsubishi.fusorosa,42.316,-36.493,135.011,-7.98
195,22.1681,43.404,116,vehicle.mitsubishi.fusorosa,40.285,-36.483,135.012,-7.88
196,22.2796,43.417,116,vehicle.mitsubishi.fusorosa,44.716,-36.471,135.013,-7.76
196,22.2798,43.430,116,vehicle.mitsubishi.fusorosa,155.932,-36.459,135.014,-7.64
196,22.2798,43.442,116,vehicle.mitsubishi.fusorosa,42.873,-36.449,135.016,-7.53
196,22.2799,43.454,116,vehicle.mitsubishi.fusorosa,33.807,-36.440,135.017,-7.43
196,22.2799,43.467,116,vehicle.mitsubishi.fusorosa,25.391,-36.430,135.018,-7.32
196,22.2799,43.480,116,vehicle.mitsubishi.fusorosa,32.075,-36.420,135.020,-7.19
196,22.2800,43.492,116,vehicle.mitsubishi.fusorosa,36.495,-36.410,135.021,-7.06
196,22.2800,43.504,116,vehicle.mitsubishi.fusorosa,34.052,-36.401,135.023,-6.93
196,22.2800,43.517,116,vehicle.mitsubishi.fusorosa,36.239,-36.391,135.025,-6.80
197,22.3745,43.530,116,vehicle.mitsubishi.fusorosa,42.918,-36.381,135.027,-6.65
197,22.3746,43.543,116,vehicle.mitsubishi.fusorosa,143.549,-36.371,135.029,-6.49
197,22.3747,43.555,116,vehicle.mitsubishi.fusorosa,44.883,-36.362,135.031,-6.37
197,22.3747,43.567,116,vehicle.mitsubishi.fusorosa,53.222,-36.352,135.032,-6.28
197,22.3748,43.578,116,vehicle.mitsubishi.fusorosa,38.105,-36.344,135.033,-6.19
197,22.3749,43.590,116,vehicle.mitsubishi.fusorosa,39.988,-36.335,135.034,-6.11
197,22.3749,43.602,116,vehicle.mitsubishi.fusorosa,43.548,-36.326,135.035,-6.02
197,22.3750,43.615,116,vehicle.mitsubishi.fusorosa,52.800,-36.317,135.035,-5.93
198,22.4909,43.627,116,vehicle.mitsubishi.fusorosa,41.024,-36.306,135.037,-5.83
198,22.4910,43.639,116,vehicle.mitsubishi.fusorosa,160.737,-36.297,135.037,-5.74
198,22.4910,43.651,116,vehicle.mitsubishi.fusorosa,51.126,-36.288,135.038,-5.66
198,22.4911,43.663,116,vehicle.mitsubishi.fusorosa,47.901,-36.279,135.038,-5.60
198,22.4911,43.676,116,vehicle.mitsubishi.fusorosa,35.626,-36.270,135.038,-5.53
198,22.4912,43.688,116,vehicle.mitsubishi.fusorosa,43.063,-36.260,135.038,-5.47
198,22.4912,43.700,116,vehicle.mitsubishi.fusorosa,46.281,-36.250,135.039,-5.40
198,22.4912,43.712,116,vehicle.mitsubishi.fusorosa,49.727,-36.241,135.039,-5.34
198,22.4913,43.724,116,vehicle.mitsubishi.fusorosa,52.314,-36.230,135.039,-5.27
199,22.6063,43.736,116,vehicle.mitsubishi.fusorosa,50.293,-36.221,135.039,-5.20
199,22.6065,43.748,116,vehicle.mitsubishi.fusorosa,50.810,-36.210,135.040,-5.13
199,22.6065,43.760,116,vehicle.mitsubishi.fusorosa,188.995,-36.199,135.040,-5.07
199,22.6066,43.772,116,vehicle.mitsubishi.fusorosa,60.356,-36.190,135.039,-5.03
199,22.6066,43.784,116,vehicle.mitsubishi.fusorosa,54.377,-36.180,135.038,-4.99
199,22.6066,43.796,116,vehicle.mitsubishi.fusorosa,49.752,-36.170,135.038,-4.96
199,22.6067,43.808,116,vehicle.mitsubishi.fusorosa,49.966,-36.160,135.037,-4.92
199,22.6067,43.820,116,vehicle.mitsubishi.fusorosa,54.098,-36.150,135.037,-4.88
199,22.6067,43.832,116,vehicle.mitsubishi.fusorosa,53.597,-36.138,135.036,-4.84
199,22.6067,43.845,116,vehicle.mitsubishi.fusorosa,48.787,-36.127,135.036,-4.80
200,22.7147,43.857,116,vehicle.mitsubishi.fusorosa,53.618,-36.115,135.035,-4.75
200,22.7149,43.869,116,vehicle.mitsubishi.fusorosa,171.476,-36.104,135.035,-4.71
200,22.7149,43.881,116,vehicle.mitsubishi.fusorosa,53.371,-36.093,135.033,-4.69
200,22.7150,43.892,116,vehicle.mitsubishi.fusorosa,53.296,-36.083,135.032,-4.68
200,22.7150,43.904,116,vehicle.mitsubishi.fusorosa,51.035,-36.072,135.031,-4.67
200,22.7150,43.916,116,vehicle.mitsubishi.fusorosa,55.240,-36.061,135.029,-4.67
200,22.7151,43.928,116,vehicle.mitsubishi.fusorosa,54.249,-36.049,135.028,-4.66
200,22.7151,43.940,116,vehicle.mitsubishi.fusorosa,45.387,-36.038,135.026,-4.66
200,22.7151,43.951,116,vehicle.mitsubishi.fusorosa,42.286,-36.026,135.025,-4.65
201,22.8251,43.963,116,vehicle.mitsubishi.fusorosa,52.519,-36.014,135.024,-4.64
201,22.8255,43.976,116,vehicle.mitsubishi.fusorosa,47.760,-36.002,135.022,-4.64
201,22.8255,43.989,116,vehicle.mitsubishi.fusorosa,166.944,-35.989,135.021,-4.65
201,22.8256,44.001,116,vehicle.mitsubishi.fusorosa,67.248,-35.975,135.018,-4.66
201,22.8256,44.013,116,vehicle.mitsubishi.fusorosa,51.716,-35.963,135.016,-4.69
201,22.8256,44.025,116,vehicle.mitsubishi.fusorosa,49.630,-35.952,135.013,-4.72
201,22.8257,44.037,116,vehicle.mitsubishi.fusorosa,52.608,-35.939,135.011,-4.76
201,22.8257,44.049,116,vehicle.mitsubishi.fusorosa,62.143,-35.926,135.008,-4.80
201,22.8257,44.063,116,vehicle.mitsubishi.fusorosa,56.531,-35.914,135.006,-4.83
202,22.9439,44.076,116,vehicle.mitsubishi.fusorosa,56.043,-35.900,135.003,-4.86
202,22.9441,44.089,116,vehicle.mitsubishi.fusorosa,171.230,-35.887,135.001,-4.88
202,22.9441,44.102,116,vehicle.mitsubishi.fusorosa,52.849,-35.874,134.999,-4.89
202,22.9442,44.116,116,vehicle.mitsubishi.fusorosa,48.276,-35.862,134.998,-4.89
202,22.9442,44.132,116,vehicle.mitsubishi.fusorosa,58.009,-35.850,134.996,-4.88
202,22.9442,44.146,116,vehicle.mitsubishi.fusorosa,68.114,-35.834,134.995,-4.85
202,22.9443,44.158,116,vehicle.mitsubishi.fusorosa,53.704,-35.822,134.994,-4.82
202,22.9443,44.170,116,vehicle.mitsubishi.fusorosa,49.749,-35.809,134.993,-4.80
202,22.9444,44.184,116,vehicle.mitsubishi.fusorosa,51.465,-35.797,134.993,-4.77
203,23.0327,44.197,116,vehicle.mitsubishi.fusorosa,52.854,-35.784,134.992,-4.76
203,23.0329,44.211,116,vehicle.mitsubishi.fusorosa,138.037,-35.770,134.991,-4.72
203,23.0330,44.223,116,vehicle.mitsubishi.fusorosa,61.891,-35.758,134.990,-4.67
203,23.0330,44.235,116,vehicle.mitsubishi.fusorosa,48.394,-35.746,134.990,-4.63
203,23.0331,44.247,116,vehicle.mitsubishi.fusorosa,47.099,-35.734,134.990,-4.59
203,23.0331,44.259,116,vehicle.mitsubishi.fusorosa,46.752,-35.722,134.990,-4.54
203,23.0331,44.272,116,vehicle.mitsubishi.fusorosa,43.783,-35.710,134.990,-4.48
204,23.1295,44.285,116,vehicle.mitsubishi.fusorosa,56.844,-35.697,134.991,-4.40
204,23.1296,44.297,116,vehicle.mitsubishi.fusorosa,183.454,-35.684,134.991,-4.32
204,23.1297,44.309,116,vehicle.mitsubishi.fusorosa,29.269,-35.672,134.992,-4.24
204,23.1297,44.321,116,vehicle.mitsubishi.fusorosa,45.312,-35.661,134.992,-4.16
204,23.1297,44.333,116,vehicle.mitsubishi.fusorosa,60.790,-35.650,134.993,-4.07
204,23.1298,44.345,116,vehicle.mitsubishi.fusorosa,46.394,-35.638,134.994,-3.98
204,23.1298,44.356,116,vehicle.mitsubishi.fusorosa,59.560,-35.626,134.996,-3.88
204,23.1298,44.369,116,vehicle.mitsubishi.fusorosa,43.548,-35.615,134.997,-3.77
205,23.2442,44.386,116,vehicle.mitsubishi.fusorosa,225.516,-35.602,134.999,-3.65
205,23.2443,44.399,116,vehicle.mitsubishi.fusorosa,50.086,-35.587,135.001,-3.49
205,23.2444,44.411,116,vehicle.mitsubishi.fusorosa,41.431,-35.575,135.003,-3.37
205,23.2444,44.423,116,vehicle.mitsubishi.fusorosa,43.297,-35.564,135.005,-3.25
205,23.2445,44.434,116,vehicle.mitsubishi.fusorosa,43.788,-35.554,135.007,-3.13
205,23.2445,44.446,116,vehicle.mitsubishi.fusorosa,39.064,-35.543,135.009,-2.99
205,23.2445,44.460,116,vehicle.mitsubishi.fusorosa,51.032,-35.532,135.012,-2.85
205,23.2446,44.471,116,vehicle.mitsubishi.fusorosa,55.829,-35.519,135.015,-2.67
205,23.2446,44.484,116,vehicle.mitsubishi.fusorosa,45.583,-35.508,135.018,-2.52
206,23.3634,44.496,116,vehicle.mitsubishi.fusorosa,54.390,-35.496,135.021,-2.36
206,23.3635,44.509,116,vehicle.mitsubishi.fusorosa,167.672,-35.484,135.024,-2.20
206,23.3636,44.520,116,vehicle.mitsubishi.fusorosa,25.529,-35.473,135.027,-2.02
206,23.3636,44.532,116,vehicle.mitsubishi.fusorosa,42.084,-35.462,135.030,-1.87
206,23.3636,44.544,116,vehicle.mitsubishi.fusorosa,41.600,-35.452,135.033,-1.70
206,23.3637,44.556,116,vehicle.mitsubishi.fusorosa,45.025,-35.441,135.037,-1.53
206,23.3637,44.567,116,vehicle.mitsubishi.fusorosa,44.598,-35.430,135.041,-1.34
206,23.3637,44.579,116,vehicle.mitsubishi.fusorosa,44.066,-35.420,135.044,-1.16
206,23.3638,44.591,116,vehicle.mitsubishi.fusorosa,53.840,-35.409,135.049,-0.95
206,23.3638,44.603,116,vehicle.mitsubishi.fusorosa,46.200,-35.398,135.053,-0.75
207,23.4579,44.616,116,vehicle.mitsubishi.fusorosa,46.708,-35.386,135.058,-0.52
207,23.4581,44.628,116,vehicle.mitsubishi.fusorosa,141.283,-35.374,135.063,-0.30
207,23.4581,44.640,116,vehicle.mitsubishi.fusorosa,44.661,-35.361,135.068,-0.08
207,23.4581,44.651,116,vehicle.mitsubishi.fusorosa,48.628,-35.349,135.072,0.12
207,23.4582,44.663,116,vehicle.mitsubishi.fusorosa,47.589,-35.336,135.076,0.30
207,23.4582,44.674,116,vehicle.mitsubishi.fusorosa,48.013,-35.323,135.080,0.48
207,23.4582,44.685,116,vehicle.mitsubishi.fusorosa,48.162,-35.310,135.085,0.67
207,23.4583,44.698,116,vehicle.mitsubishi.fusorosa,52.195,-35.297,135.089,0.85
208,23.5654,44.711,116,vehicle.mitsubishi.fusorosa,52.267,-35.282,135.094,1.06
208,23.5656,44.723,116,vehicle.mitsubishi.fusorosa,151.569,-35.267,135.099,1.26
208,23.5656,44.734,116,vehicle.mitsubishi.fusorosa,39.666,-35.254,135.103,1.43
208,23.5656,44.746,116,vehicle.mitsubishi.fusorosa,49.464,-35.241,135.106,1.58
208,23.5657,44.758,116,vehicle.mitsubishi.fusorosa,48.812,-35.228,135.110,1.72
208,23.5657,44.770,116,vehicle.mitsubishi.fusorosa,48.465,-35.215,135.113,1.86
208,23.5657,44.781,116,vehicle.mitsubishi.fusorosa,46.906,-35.202,135.116,1.99
208,23.5658,44.793,116,vehicle.mitsubishi.fusorosa,45.750,-35.190,135.119,2.11
208,23.5658,44.805,116,vehicle.mitsubishi.fusorosa,47.107,-35.178,135.122,2.23
209,23.6737,44.817,116,vehicle.mitsubishi.fusorosa,48.458,-35.166,135.125,2.36
209,23.6739,44.829,116,vehicle.mitsubishi.fusorosa,129.910,-35.154,135.128,2.47
209,23.6740,44.840,116,vehicle.mitsubishi.fusorosa,46.475,-35.143,135.131,2.57
209,23.6740,44.851,116,vehicle.mitsubishi.fusorosa,40.944,-35.133,135.133,2.65
209,23.6741,44.863,116,vehicle.mitsubishi.fusorosa,33.188,-35.124,135.135,2.71
209,23.6741,44.875,116,vehicle.mitsubishi.fusorosa,13.879,-35.115,135.137,2.78
209,23.6741,44.886,116,vehicle.mitsubishi.fusorosa,14.120,-35.109,135.137,2.82
209,23.6742,44.898,116,vehicle.mitsubishi.fusorosa,20.730,-35.108,135.138,2.84
209,23.6742,44.910,116,vehicle.mitsubishi.fusorosa,31.521,-35.108,135.138,2.84
210,23.7963,44.922,116,vehicle.mitsubishi.fusorosa,35.262,-35.108,135.137,2.84
210,23.7965,44.934,116,vehicle.mitsubishi.fusorosa,39.492,-35.108,135.137,2.85
210,23.7965,44.945,116,vehicle.mitsubishi.fusorosa,32.617,-35.109,135.137,2.85
210,23.7965,44.957,116,vehicle.mitsubishi.fusorosa,34.672,-35.109,135.137,2.85
210,23.7966,44.969,116,vehicle.mitsubishi.fusorosa,34.179,-35.109,135.137,2.85
210,23.7966,44.980,116,vehicle.mitsubishi.fusorosa,34.302,-35.109,135.137,2.85
210,23.7966,44.992,116,vehicle.mitsubishi.fusorosa,35.658,-35.109,135.137,2.85
210,23.7967,45.004,116,vehicle.mitsubishi.fusorosa,35.399,-35.109,135.137,2.85
210,23.7967,45.016,116,vehicle.mitsubishi.fusorosa,35.115,-35.109,135.136,2.85
210,23.7967,45.028,116,vehicle.mitsubishi.fusorosa,35.026,-35.109,135.136,2.85
211,23.8960,45.040,116,vehicle.mitsubishi.fusorosa,36.708,-35.109,135.136,2.85
211,23.8961,45.052,116,vehicle.mitsubishi.fusorosa,35.552,-35.109,135.136,2.85
211,23.8961,45.064,116,vehicle.mitsubishi.fusorosa,36.134,-35.109,135.136,2.85
211,23.8962,45.075,116,vehicle.mitsubishi.fusorosa,34.626,-35.109,135.136,2.85
211,23.8962,45.087,116,vehicle.mitsubishi.fusorosa,36.453,-35.109,135.136,2.85
211,23.8962,45.099,116,vehicle.mitsubishi.fusorosa,36.981,-35.109,135.136,2.85
211,23.8963,45.111,116,vehicle.mitsubishi.fusorosa,35.480,-35.110,135.136,2.85
211,23.8963,45.123,116,vehicle.mitsubishi.fusorosa,36.827,-35.110,135.136,2.85
211,23.8963,45.136,116,vehicle.mitsubishi.fusorosa,37.932,-35.110,135.136,2.85
212,24.0024,45.147,116,vehicle.mitsubishi.fusorosa,36.022,-35.110,135.136,2.85
212,24.0025,45.159,116,vehicle.mitsubishi.fusorosa,38.272,-35.110,135.135,2.85
212,24.0026,45.171,116,vehicle.mitsubishi.fusorosa,35.762,-35.110,135.135,2.85
212,24.0026,45.182,116,vehicle.mitsubishi.fusorosa,35.022,-35.110,135.135,2.85
212,24.0027,45.194,116,vehicle.mitsubishi.fusorosa,35.866,-35.110,135.135,2.85
212,24.0027,45.206,116,vehicle.mitsubishi.fusorosa,36.686,-35.110,135.135,2.85
212,24.0027,45.218,116,vehicle.mitsubishi.fusorosa,37.398,-35.110,135.135,2.85
212,24.0028,45.230,116,vehicle.mitsubishi.fusorosa,35.077,-35.110,135.135,2.85
212,24.0028,45.242,116,vehicle.mitsubishi.fusorosa,38.325,-35.110,135.135,2.85
213,24.0965,45.254,116,vehicle.mitsubishi.fusorosa,37.283,-35.110,135.135,2.85
213,24.0967,45.266,116,vehicle.mitsubishi.fusorosa,41.267,-35.110,135.135,2.85
213,24.0968,45.278,116,vehicle.mitsubishi.fusorosa,35.432,-35.110,135.134,2.85
213,24.0968,45.289,116,vehicle.mitsubishi.fusorosa,34.875,-35.110,135.134,2.85
213,24.0968,45.301,116,vehicle.mitsubishi.fusorosa,36.296,-35.110,135.134,2.85
213,24.0969,45.313,116,vehicle.mitsubishi.fusorosa,35.299,-35.110,135.134,2.85
213,24.0969,45.324,116,vehicle.mitsubishi.fusorosa,34.851,-35.110,135.134,2.85
213,24.0969,45.336,116,vehicle.mitsubishi.fusorosa,36.108,-35.110,135.134,2.85
214,24.2168,45.348,116,vehicle.mitsubishi.fusorosa,35.728,-35.110,135.134,2.85
214,24.2169,45.360,116,vehicle.mitsubishi.fusorosa,43.675,-35.110,135.134,2.85
214,24.2170,45.372,116,vehicle.mitsubishi.fusorosa,37.342,-35.110,135.134,2.85
214,24.2170,45.383,116,vehicle.mitsubishi.fusorosa,35.311,-35.110,135.134,2.85
214,24.2171,45.395,116,vehicle.mitsubishi.fusorosa,36.209,-35.110,135.134,2.85
214,24.2171,45.407,116,vehicle.mitsubishi.fusorosa,36.123,-35.110,135.134,2.85
214,24.2171,45.418,116,vehicle.mitsubishi.fusorosa,35.315,-35.110,135.134,2.85
214,24.2172,45.429,116,vehicle.mitsubishi.fusorosa,34.381,-35.110,135.134,2.85
214,24.2172,45.441,116,vehicle.mitsubishi.fusorosa,36.278,-35.110,135.134,2.85
214,24.2172,45.453,116,vehicle.mitsubishi.fusorosa,36.022,-35.110,135.133,2.85
215,24.3224,45.465,116,vehicle.mitsubishi.fusorosa,37.602,-35.110,135.133,2.85
215,24.3225,45.477,116,vehicle.mitsubishi.fusorosa,44.163,-35.110,135.133,2.85
215,24.3226,45.489,116,vehicle.mitsubishi.fusorosa,35.836,-35.111,135.133,2.85
215,24.3226,45.500,116,vehicle.mitsubishi.fusorosa,35.324,-35.111,135.133,2.85
215,24.3227,45.511,116,vehicle.mitsubishi.fusorosa,35.133,-35.111,135.133,2.85
215,24.3227,45.523,116,vehicle.mitsubishi.fusorosa,35.741,-35.111,135.133,2.85
215,24.3227,45.535,116,vehicle.mitsubishi.fusorosa,36.299,-35.111,135.133,2.85
215,24.3228,45.546,116,vehicle.mitsubishi.fusorosa,34.005,-35.111,135.133,2.85
215,24.3228,45.558,116,vehicle.mitsubishi.fusorosa,37.839,-35.111,135.133,2.85
216,24.4244,45.570,116,vehicle.mitsubishi.fusorosa,36.929,-35.111,135.133,2.85
216,24.4246,45.583,116,vehicle.mitsubishi.fusorosa,45.832,-35.111,135.133,2.85
216,24.4246,45.595,116,vehicle.mitsubishi.fusorosa,37.198,-35.111,135.133,2.85
216,24.4246,45.607,116,vehicle.mitsubishi.fusorosa,36.827,-35.111,135.133,2.85
216,24.4247,45.619,116,vehicle.mitsubishi.fusorosa,39.232,-35.111,135.133,2.85
216,24.4247,45.631,116,vehicle.mitsubishi.fusorosa,36.486,-35.111,135.133,2.85
216,24.4247,45.642,116,vehicle.mitsubishi.fusorosa,35.756,-35.111,135.133,2.85
216,24.4248,45.653,116,vehicle.mitsubishi.fusorosa,34.854,-35.111,135.133,2.85
216,24.4248,45.666,116,vehicle.mitsubishi.fusorosa,37.954,-35.111,135.133,2.85
217,24.5209,45.678,116,vehicle.mitsubishi.fusorosa,38.198,-35.111,135.133,2.85
217,24.5210,45.690,116,vehicle.mitsubishi.fusorosa,40.609,-35.111,135.133,2.85
217,24.5211,45.703,116,vehicle.mitsubishi.fusorosa,38.829,-35.111,135.133,2.85
217,24.5211,45.715,116,vehicle.mitsubishi.fusorosa,37.103,-35.111,135.133,2.85
217,24.5211,45.727,116,vehicle.mitsubishi.fusorosa,36.963,-35.111,135.133,2.85
217,24.5212,45.738,116,vehicle.mitsubishi.fusorosa,34.987,-35.111,135.133,2.85
217,24.5212,45.749,116,vehicle.mitsubishi.fusorosa,34.322,-35.111,135.133,2.85
217,24.5212,45.761,116,vehicle.mitsubishi.fusorosa,37.564,-35.111,135.133,2.85
218,24.6264,45.773,116,vehicle.mitsubishi.fusorosa,37.200,-35.111,135.133,2.85
218,24.6266,45.785,116,vehicle.mitsubishi.fusorosa,39.447,-35.111,135.133,2.85
