tick,matlabTime,carlaTime,dt,egoX,egoY,egoZ,egoYaw,egoSpeed,vxDerived,vyDerived,throttle,brake,steerDeg,targetSpeed,decisionState,selectedCandidate,k2Active,feasibleCount,cteApprox,headErrDeg,cumCollisionCount,newEventsThisTick,goalDist
150,17.1451,36.386,0.1069,-47.924,-133.485,0.000,0.7332,0.000,0.000,0.000,0.000,0.000,-35.00,0.00,emergency_stop,1,1,0,1.573,40.71,0,0,54.489
151,17.2548,36.498,0.1089,-47.924,-133.485,0.000,0.7332,0.000,0.000,0.000,0.300,0.000,-35.00,0.60,brake,10,0,6,1.573,40.71,0,0,54.489
152,17.3658,36.608,0.1105,-47.924,-133.485,0.000,0.7333,0.031,0.023,0.021,0.285,0.000,-35.00,0.60,brake,10,0,6,1.572,40.71,0,0,54.489
153,17.4782,36.720,0.1108,-47.924,-133.485,0.000,0.7331,0.039,0.029,0.026,0.280,0.000,-35.00,0.60,brake,11,0,5,1.572,40.70,0,0,54.489
154,17.5915,36.829,0.1103,-47.913,-133.482,0.000,0.7283,0.183,0.137,0.122,0.208,0.000,-35.00,0.60,brake,11,0,5,1.574,40.43,0,0,54.479
155,17.6992,36.939,0.1101,-47.887,-133.479,0.000,0.7176,0.299,0.225,0.196,0.151,0.000,-35.00,0.60,brake,13,0,3,1.577,39.82,0,0,54.458
156,17.8085,37.048,0.1109,-47.851,-133.474,0.000,0.7024,0.402,0.307,0.259,0.099,0.000,-35.00,0.60,brake,14,0,2,1.581,38.95,0,0,54.427
157,17.9185,37.160,0.1095,-47.806,-133.470,0.000,0.6832,0.446,0.346,0.282,0.077,0.000,-31.70,0.60,brake,15,0,1,1.584,37.85,0,0,54.390
158,18.0285,37.270,0.1097,-47.756,-133.465,0.000,0.6637,0.494,0.389,0.304,0.053,0.000,-30.38,0.60,brake,15,0,1,1.589,36.73,0,0,54.350
159,18.1237,37.368,0.1105,-47.712,-133.458,0.000,0.6478,0.484,0.386,0.292,0.058,0.000,-29.38,0.60,brake,15,0,1,1.594,35.82,0,0,54.313
160,18.2507,37.492,0.1104,-47.656,-133.450,0.000,0.6286,0.478,0.386,0.281,0.061,0.000,-28.12,0.60,brake,15,0,1,1.601,34.71,0,0,54.265
161,18.3596,37.601,0.1102,-47.607,-133.443,0.000,0.6125,0.467,0.382,0.269,0.066,0.000,-27.05,0.60,brake,15,0,1,1.607,33.79,0,0,54.224
162,18.4657,37.710,0.1105,-47.559,-133.435,0.000,0.5974,0.469,0.388,0.264,0.065,0.000,-33.68,0.60,brake,10,0,3,1.614,32.93,0,0,54.183
163,18.5759,37.818,0.1110,-47.513,-133.430,0.000,0.5813,0.447,0.374,0.246,0.076,0.000,-35.00,0.60,brake,11,0,5,1.618,32.01,0,0,54.144
164,18.6911,37.929,0.1115,-47.468,-133.431,0.000,0.5628,0.436,0.369,0.233,0.082,0.000,-35.00,0.60,brake,11,0,5,1.616,30.94,0,0,54.112
165,18.7956,38.037,0.1088,-47.424,-133.434,0.000,0.5443,0.441,0.377,0.228,1.000,0.000,-35.00,2.80,avoid,11,0,5,1.612,29.88,0,0,54.081
166,18.9027,38.145,0.1095,-47.379,-133.438,0.000,0.5254,0.472,0.408,0.237,1.000,0.000,-35.00,2.80,avoid,11,0,5,1.607,28.80,0,0,54.050
167,19.0104,38.253,0.1110,-47.317,-133.442,0.000,0.4997,0.789,0.692,0.378,1.000,0.000,-35.00,2.80,avoid,10,0,6,1.601,27.33,0,0,54.006
168,19.1172,38.360,0.1088,-47.212,-133.450,0.000,0.4579,1.323,1.187,0.585,0.738,0.000,-35.00,2.80,avoid,10,0,6,1.591,24.93,0,0,53.934
169,19.2359,38.478,0.1093,-47.031,-133.473,0.000,0.3874,1.954,1.810,0.738,0.423,0.000,-35.00,2.80,avoid,9,0,2,1.563,20.90,0,0,53.814
170,19.3329,38.579,0.1110,-46.830,-133.513,0.000,0.3087,2.352,2.241,0.715,0.224,0.000,-35.00,2.80,avoid,9,0,2,1.519,16.39,0,0,53.692
171,19.4442,38.690,0.1086,-46.584,-133.585,0.000,0.2093,2.562,2.506,0.532,0.119,0.000,-35.00,2.80,avoid,9,1,0,1.441,10.69,0,0,53.558
172,19.5648,38.808,0.1111,-46.319,-133.695,0.000,0.0976,2.630,2.618,0.256,0.085,0.000,-28.33,2.80,avoid,10,1,0,1.326,4.29,0,0,53.437
173,19.6760,38.912,0.1103,-46.087,-133.808,0.000,0.0053,2.700,2.700,0.014,0.050,0.000,-21.72,2.80,avoid,10,1,0,1.207,-0.99,0,0,53.344
174,19.8018,39.025,0.1099,-45.888,-133.852,0.000,-0.0806,0.866,0.863,-0.070,0.967,0.000,-15.12,2.80,avoid,10,0,6,1.159,-5.92,7,7,53.228
175,19.8968,39.136,0.1086,-45.839,-133.839,0.000,-0.1038,0.175,0.174,-0.018,1.000,0.000,-8.61,2.80,avoid,10,0,6,1.171,-7.25,16,9,53.184
176,20.0113,39.249,0.1110,-45.826,-133.832,0.000,-0.1105,0.124,0.124,-0.014,1.000,0.000,-2.08,2.80,avoid,10,0,3,1.178,-7.63,25,9,53.169
177,20.1054,39.349,0.1093,-45.806,-133.826,0.000,-0.1163,0.322,0.319,-0.037,1.000,0.000,-1.78,2.80,avoid,10,0,3,1.183,-7.96,32,7,53.151
178,20.2323,39.472,0.1117,-45.742,-133.825,0.000,-0.1222,0.649,0.644,-0.079,1.000,0.000,-0.96,2.80,avoid,10,0,3,1.182,-8.30,39,7,53.103
179,20.3267,39.571,0.1101,-45.647,-133.833,0.000,-0.1256,1.314,1.303,-0.165,0.743,0.000,-0.33,2.80,avoid,10,1,0,1.173,-8.50,45,6,53.040
180,20.4390,39.682,0.1089,-45.457,-133.856,0.000,-0.1274,2.092,2.075,-0.266,0.354,0.000,-6.87,2.80,avoid,9,1,0,1.146,-8.60,53,8,52.917
181,20.5477,39.790,0.1101,-45.211,-133.886,0.000,-0.1378,2.332,2.310,-0.320,0.234,0.000,-7.66,2.80,avoid,9,1,0,1.109,-9.19,62,9,52.760
182,20.6535,39.899,0.1099,-44.989,-133.917,0.000,-0.1684,1.946,1.918,-0.326,0.427,0.000,-1.07,2.80,avoid,15,1,0,1.073,-10.95,71,9,52.621
183,20.7724,40.017,0.1110,-44.763,-133.961,0.000,-0.1827,2.060,2.026,-0.374,0.370,0.000,-0.44,2.80,avoid,9,1,0,1.025,-11.77,74,3,52.488
184,20.8782,40.125,0.1099,-44.531,-134.007,0.000,-0.1845,2.296,2.257,-0.421,0.252,0.000,1.97,2.80,avoid,9,0,7,0.974,-11.87,74,0,52.354
185,20.9847,40.233,0.1092,-44.276,-134.051,0.000,-0.1817,2.472,2.431,-0.447,0.164,0.000,8.53,2.80,avoid,12,0,4,0.924,-11.71,74,0,52.202
186,21.0922,40.341,0.1095,-44.009,-134.083,0.000,-0.1697,2.540,2.504,-0.429,0.130,0.000,1.96,2.80,avoid,6,1,0,0.885,-11.02,74,0,52.035
187,21.2015,40.450,0.1115,-43.729,-134.108,0.000,-0.1545,2.567,2.536,-0.395,0.117,0.000,8.65,2.80,avoid,15,1,0,0.855,-10.15,74,0,51.854
188,21.3215,40.568,0.1121,-43.429,-134.134,0.000,-0.1400,2.535,2.510,-0.354,0.232,0.000,1.92,3.00,replan,2,0,2,0.821,-9.32,74,0,51.660
189,21.4302,40.677,0.1112,-43.154,-134.149,0.000,-0.1246,2.542,2.522,-0.316,0.229,0.000,-4.75,3.00,replan,1,1,0,0.800,-8.44,74,0,51.477
190,21.5394,40.788,0.1091,-42.874,-134.185,0.000,-0.1269,2.579,2.558,-0.326,0.211,0.000,-11.29,3.00,replan,1,1,0,0.758,-8.57,74,0,51.307
191,21.6542,40.900,0.1092,-42.590,-134.251,0.000,-0.1483,2.604,2.575,-0.385,0.198,0.000,-17.84,3.00,replan,1,0,1,0.685,-9.80,74,0,51.156
192,21.7652,41.011,0.1102,-42.321,-134.347,0.000,-0.1874,2.602,2.557,-0.485,0.199,0.000,-24.46,3.00,replan,1,1,0,0.583,-12.04,74,0,51.039
193,21.8756,41.121,0.1115,-42.074,-134.475,0.000,-0.2438,2.568,2.493,-0.620,0.216,0.000,-31.15,3.00,replan,1,1,0,0.449,-15.27,74,0,50.961
194,21.9850,41.230,0.1096,-41.859,-134.636,0.000,-0.3173,2.513,2.388,-0.784,0.243,0.000,-24.57,3.00,replan,9,0,7,0.284,-19.48,74,0,50.931
195,22.0876,41.336,0.1107,-41.672,-134.815,0.000,-0.3939,2.609,2.409,-1.001,0.096,0.000,-17.93,2.80,avoid,9,0,8,0.100,-23.87,74,0,50.934
196,22.2006,41.450,0.1099,-41.453,-135.013,0.000,-0.4588,2.694,2.415,-1.193,0.053,0.000,-11.33,2.80,avoid,11,0,5,0.102,-27.59,74,0,50.931
197,22.3143,41.563,0.1100,-41.221,-135.204,0.000,-0.5038,2.686,2.352,-1.296,0.057,0.000,-4.73,2.80,avoid,12,0,4,0.299,-30.16,74,0,50.916
198,22.4158,41.664,0.1109,-41.005,-135.365,0.000,-0.5272,2.633,2.276,-1.325,0.083,0.000,1.92,2.80,avoid,8,0,9,0.464,-31.51,74,0,50.891
199,22.5291,41.778,0.1111,-40.755,-135.520,0.000,-0.5315,2.555,2.203,-1.295,0.122,0.000,8.59,2.80,avoid,8,0,9,0.625,-31.75,74,0,50.841
200,22.6417,41.891,0.1111,-40.501,-135.650,0.000,-0.5186,2.487,2.160,-1.233,0.157,0.000,15.26,2.80,avoid,8,0,8,0.760,-31.01,74,0,50.770
201,22.7576,42.004,0.1109,-40.243,-135.746,0.000,-0.4873,2.429,2.147,-1.138,0.185,0.000,21.92,2.80,avoid,8,0,9,0.863,-29.22,74,0,50.673
202,22.8611,42.108,0.1103,-40.004,-135.804,0.000,-0.4438,2.385,2.154,-1.024,0.207,0.000,28.53,2.80,avoid,8,0,9,0.926,-26.73,74,0,50.560
203,22.9757,42.221,0.1074,-39.745,-135.825,0.000,-0.3789,2.335,2.169,-0.864,0.233,0.000,34.97,2.80,avoid,8,0,8,0.953,-23.01,74,0,50.408
204,23.0914,42.337,0.1118,-39.493,-135.798,0.000,-0.2954,2.280,2.181,-0.664,0.260,0.000,35.00,2.80,avoid,8,0,8,0.931,-18.22,74,0,50.224
205,23.1962,42.441,0.1120,-39.280,-135.734,0.000,-0.2090,2.315,2.265,-0.480,0.242,0.000,35.00,2.80,avoid,14,0,2,0.872,-13.28,74,0,50.038
206,23.3038,42.551,0.1111,-39.060,-135.642,0.000,-0.1149,2.377,2.362,-0.273,0.211,0.000,35.00,2.80,avoid,15,1,0,0.786,-7.88,74,0,49.826
207,23.4240,42.669,0.1098,-38.826,-135.516,0.000,-0.0103,2.436,2.436,-0.025,0.182,0.000,35.00,2.80,avoid,15,1,0,0.665,-1.89,74,0,49.579
208,23.5332,42.779,0.1121,-38.619,-135.377,0.000,0.0880,2.471,2.462,0.217,0.164,0.000,34.17,2.80,avoid,11,1,0,0.530,3.74,74,0,49.339
209,23.6439,42.889,0.1112,-38.420,-135.215,0.000,0.1872,2.504,2.460,0.466,0.148,0.000,33.10,2.80,avoid,12,1,0,0.373,9.42,74,0,49.088
210,23.7482,42.995,0.1091,-38.241,-135.045,0.000,0.2796,2.523,2.425,0.696,0.139,0.000,35.00,2.80,avoid,14,1,0,0.207,14.72,74,0,48.842
211,23.8734,43.116,0.1095,-38.056,-134.829,0.000,0.3876,2.481,2.297,0.938,0.159,0.000,28.43,2.80,avoid,14,1,0,0.004,20.91,74,0,48.558
212,23.9923,43.234,0.1103,-37.892,-134.606,0.000,0.4855,2.542,2.248,1.186,0.129,0.000,21.81,2.80,avoid,2,0,2,0.224,26.52,74,0,48.282
213,24.1122,43.351,0.1118,-37.713,-134.379,0.000,0.5633,2.593,2.193,1.385,0.103,0.000,15.10,2.80,avoid,2,0,2,0.447,30.98,74,0,47.993
214,24.2167,43.458,0.1110,-37.536,-134.171,0.000,0.6171,2.606,2.125,1.508,0.097,0.000,8.45,2.80,avoid,2,0,2,0.650,34.06,74,0,47.720
215,24.3259,43.567,0.1092,-37.343,-133.966,0.000,0.6531,2.588,2.056,1.573,0.106,0.000,1.89,2.80,avoid,2,0,2,0.851,36.12,74,0,47.439
216,24.4380,43.676,0.1071,-37.138,-133.776,0.000,0.6698,2.547,1.997,1.581,0.126,0.000,-4.53,2.80,avoid,5,0,5,1.036,37.07,74,0,47.162
217,24.5470,43.787,0.1080,-36.917,-133.602,0.000,0.6677,2.493,1.958,1.544,0.153,0.000,-11.01,2.80,avoid,8,0,15,1.206,36.95,74,0,46.886
218,24.6542,43.897,0.1088,-36.690,-133.454,0.000,0.6494,2.453,1.954,1.484,0.173,0.000,-17.54,2.80,avoid,8,0,15,1.348,35.91,74,0,46.628
219,24.7837,44.025,0.1120,-36.413,-133.318,0.000,0.6071,2.405,1.976,1.372,0.197,0.000,-24.26,2.80,avoid,8,0,15,1.478,33.48,74,0,46.347
220,24.8939,44.133,0.1108,-36.171,-133.237,0.000,0.5561,2.370,2.013,1.251,0.215,0.000,-30.91,2.80,avoid,8,0,15,1.553,30.56,74,0,46.131
221,24.9996,44.239,0.1106,-35.934,-133.196,0.000,0.4916,2.324,2.049,1.097,0.238,0.000,-35.00,2.80,avoid,6,0,10,1.589,26.87,74,0,45.950
222,25.1007,44.342,0.1102,-35.709,-133.200,0.000,0.4133,2.280,2.088,0.916,0.260,0.000,-35.00,2.80,avoid,6,0,6,1.580,22.38,74,0,45.812
223,25.2161,44.460,0.1082,-35.462,-133.246,0.000,0.3149,2.330,2.215,0.722,0.235,0.000,-35.00,2.80,avoid,8,0,8,1.529,16.74,74,0,45.693
224,25.3187,44.563,0.1108,-35.245,-133.309,0.000,0.2260,2.392,2.331,0.536,0.204,0.000,-35.00,2.80,avoid,3,0,3,1.460,11.65,74,0,45.609
225,25.4209,44.667,0.1099,-35.029,-133.394,0.000,0.1343,2.443,2.421,0.327,0.179,0.000,-35.00,2.80,avoid,6,0,6,1.370,6.40,74,0,45.542
226,25.5318,44.779,0.1105,-34.800,-133.511,0.000,0.0332,2.479,2.477,0.082,0.161,0.000,-35.00,2.80,avoid,1,1,0,1.248,0.60,74,0,45.494
227,25.6562,44.901,0.1098,-34.563,-133.665,0.000,-0.0779,2.497,2.490,-0.194,0.151,0.000,-35.00,2.80,avoid,1,1,0,1.089,-5.76,74,0,45.472
228,25.7518,44.998,0.1100,-34.387,-133.806,0.000,-0.1671,2.502,2.467,-0.416,0.149,0.000,-35.00,2.80,avoid,1,1,0,0.944,-10.87,74,0,45.479
229,25.8562,45.104,0.1092,-34.212,-133.977,0.000,-0.2635,2.502,2.416,-0.652,0.149,0.000,-35.00,2.80,avoid,1,1,0,0.769,-16.40,74,0,45.510
230,25.9792,45.221,0.1109,-34.036,-134.186,0.000,-0.3713,2.499,2.328,-0.907,0.151,0.000,-35.00,2.80,avoid,1,1,0,0.556,-22.58,74,0,45.574
231,26.0833,45.329,0.1111,-33.896,-134.393,0.000,-0.4700,2.495,2.224,-1.130,0.153,0.000,-35.00,2.80,avoid,1,1,0,0.346,-28.23,74,0,45.658
232,26.1938,45.443,0.1110,-33.771,-134.626,0.000,-0.5742,2.494,2.094,-1.354,0.153,0.000,-28.34,2.80,avoid,4,0,4,0.111,-34.20,74,0,45.773
233,26.3044,45.553,0.1116,-33.658,-134.861,0.000,-0.6663,2.569,2.019,-1.588,0.116,0.000,-21.65,2.80,avoid,6,1,0,0.128,-39.48,74,0,45.899
234,26.4180,45.663,0.1101,-33.528,-135.103,0.000,-0.7391,2.619,1.936,-1.764,0.090,0.000,-15.04,2.80,avoid,6,0,6,0.372,-43.65,74,0,46.021
235,26.5246,45.771,0.1114,-33.384,-135.343,0.000,-0.7921,2.628,1.846,-1.871,0.086,0.000,-8.35,2.80,avoid,8,0,15,0.615,-46.69,74,0,46.135
236,26.6307,45.879,0.1083,-33.229,-135.574,0.000,-0.8261,2.605,1.766,-1.916,0.097,0.000,-1.85,2.80,avoid,8,0,15,0.850,-48.63,74,0,46.237
237,26.7366,45.986,0.1088,-33.059,-135.794,0.000,-0.8409,2.562,1.709,-1.910,0.119,0.000,4.68,2.80,avoid,13,0,3,1.074,-49.48,74,0,46.322
238,26.8563,46.102,0.1101,-32.861,-136.010,0.000,-0.8373,2.511,1.681,-1.865,0.145,0.000,11.28,2.80,avoid,15,0,1,1.294,-49.27,74,0,46.391
239,26.9663,46.212,0.1109,-32.659,-136.193,0.000,-0.8174,2.464,1.686,-1.797,0.168,0.000,17.94,2.80,avoid,15,1,0,1.482,-48.13,74,0,46.431
240,27.0730,46.320,0.1101,-32.446,-136.345,0.000,-0.7811,2.418,1.717,-1.703,0.191,0.000,24.55,2.80,avoid,15,1,0,1.639,-46.05,74,0,46.441
241,27.1843,46.431,0.1086,-32.216,-136.466,0.000,-0.7272,2.371,1.771,-1.576,0.214,0.000,31.06,2.80,avoid,15,0,1,1.765,-42.96,74,0,46.417
242,27.2928,46.541,0.1104,-31.980,-136.544,0.000,-0.6579,2.321,1.837,-1.419,0.239,0.000,35.00,2.80,avoid,15,1,0,1.848,-38.99,74,0,46.356
243,27.3925,46.639,0.1110,-31.769,-136.574,0.000,-0.5825,2.289,1.912,-1.259,0.355,0.000,35.00,3.00,replan,8,0,10,1.882,-34.67,74,0,46.267
244,27.5058,46.753,0.1097,-31.524,-136.570,0.000,-0.4866,2.359,2.085,-1.103,0.221,0.000,35.00,2.80,avoid,9,0,7,1.884,-29.18,74,0,46.133
245,27.6534,46.899,0.1089,-31.196,-136.527,0.000,-0.3569,2.459,2.304,-0.859,0.170,0.000,35.00,2.80,avoid,12,0,4,1.848,-21.75,74,0,45.923
246,27.7094,46.957,0.1000,-31.066,-136.497,0.000,-0.3045,2.490,2.375,-0.746,0.155,0.000,35.00,2.80,avoid,15,0,3,1.822,-18.75,74,0,45.830
247,27.8030,47.051,0.1041,-30.857,-136.435,0.000,-0.2189,2.513,2.453,-0.546,0.144,0.000,35.00,2.80,avoid,13,0,3,1.764,-13.84,74,0,45.667
248,27.9104,47.158,0.1097,-30.625,-136.341,0.000,-0.1202,2.518,2.500,-0.302,0.141,0.000,35.00,2.80,avoid,13,0,3,1.675,-8.18,74,0,45.466
249,28.0272,47.277,0.1106,-30.380,-136.210,0.000,-0.0107,2.512,2.512,-0.027,0.144,0.000,35.00,2.80,avoid,15,1,0,1.551,-1.91,74,0,45.228
250,28.1347,47.385,0.1113,-30.172,-136.070,0.000,0.0884,2.504,2.494,0.221,0.148,0.000,35.00,2.80,avoid,15,1,0,1.415,3.77,74,0,45.000
251,28.2448,47.494,0.1101,-29.976,-135.907,0.000,0.1891,2.496,2.452,0.469,0.152,0.000,35.00,2.80,avoid,15,1,0,1.256,9.53,74,0,44.759
252,28.3593,47.607,0.1106,-29.793,-135.720,0.000,0.2923,2.490,2.384,0.718,0.155,0.000,35.00,2.80,avoid,13,1,0,1.073,15.45,74,0,44.505
253,28.4632,47.710,0.1096,-29.643,-135.533,0.000,0.3867,2.486,2.302,0.937,0.157,0.000,35.00,2.80,avoid,15,1,0,0.890,20.86,74,0,44.269
254,28.5763,47.822,0.1118,-29.503,-135.317,0.000,0.4886,2.480,2.190,1.164,0.160,0.000,35.00,2.80,avoid,14,1,0,0.678,26.70,74,0,44.011
255,28.6987,47.940,0.1104,-29.379,-135.075,0.000,0.5959,2.474,2.047,1.388,0.163,0.000,29.53,2.80,avoid,14,1,0,0.439,32.84,74,0,43.740
256,28.8044,48.046,0.1088,-29.279,-134.850,0.000,0.6853,2.536,1.963,1.605,0.132,0.000,23.01,2.80,avoid,14,1,0,0.215,37.96,74,0,43.495
257,28.9078,48.151,0.1083,-29.167,-134.615,0.000,0.7598,2.595,1.882,1.788,0.102,0.000,16.51,2.80,avoid,14,1,0,0.016,42.23,74,0,43.236
258,29.0212,48.262,0.1105,-29.035,-134.367,0.000,0.8189,2.620,1.789,1.913,0.090,0.000,9.88,2.80,avoid,14,1,0,0.262,45.62,74,0,42.955
259,29.1260,48.371,0.1052,-28.892,-134.123,0.000,0.8592,2.608,1.703,1.975,0.096,0.000,3.57,2.80,avoid,9,0,2,0.502,47.93,74,0,42.672
260,29.2494,48.494,0.1058,-28.711,-133.864,0.000,0.8789,2.567,1.638,1.977,0.116,0.000,-2.78,2.80,avoid,9,0,7,0.757,49.06,74,0,42.357
261,29.3608,48.603,0.1056,-28.537,-133.651,0.000,0.8788,2.517,1.606,1.938,0.242,0.000,-9.12,3.00,replan,6,0,3,0.966,49.05,74,0,42.085
262,29.4596,48.703,0.1073,-28.366,-133.468,0.000,0.8671,2.473,1.600,1.885,0.264,0.000,-15.56,3.00,replan,8,0,6,1.145,48.38,74,0,41.841
263,29.5701,48.813,0.1080,-28.160,-133.295,0.000,0.8347,2.478,1.664,1.837,0.261,0.000,-22.04,3.00,replan,8,0,9,1.314,46.53,74,0,41.587
264,29.6800,48.923,0.1078,-27.933,-133.149,0.000,0.7845,2.492,1.764,1.760,0.254,0.000,-28.51,3.00,replan,9,1,0,1.455,43.65,74,0,41.345
265,29.7949,49.034,0.1088,-27.687,-133.040,0.000,0.7159,2.483,1.874,1.630,0.258,0.000,-35.00,3.00,replan,9,1,0,1.558,39.72,74,0,41.128
266,29.8934,49.133,0.1063,-27.461,-132.981,0.000,0.6418,2.468,1.977,1.477,0.266,0.000,-35.00,3.00,replan,8,1,0,1.612,35.47,74,0,40.963
267,30.0040,49.242,0.1079,-27.210,-132.963,0.000,0.5457,2.488,2.127,1.291,0.256,0.000,-35.00,3.00,replan,1,1,0,1.624,29.96,74,0,40.823
268,30.1126,49.353,0.1098,-26.951,-132.977,0.000,0.4440,2.551,2.304,1.096,0.224,0.000,-35.00,3.00,replan,1,1,0,1.604,24.14,74,0,40.708
269,30.2112,49.455,0.1081,-26.710,-133.014,0.000,0.3486,2.601,2.445,0.889,0.199,0.000,-35.00,3.00,replan,5,1,0,1.562,18.67,74,0,40.622
270,30.3238,49.568,0.1089,-26.443,-133.082,0.000,0.2408,2.647,2.570,0.631,0.177,0.000,-35.00,3.00,replan,1,1,0,1.487,12.50,74,0,40.554
271,30.4324,49.676,0.1086,-26.192,-133.177,0.000,0.1359,2.672,2.647,0.362,0.064,0.000,-35.00,2.80,avoid,1,1,0,1.387,6.49,74,0,40.518
272,30.5389,49.788,0.1105,-25.944,-133.301,0.000,0.0272,2.667,2.666,0.073,0.067,0.000,-35.00,2.80,avoid,1,1,0,1.257,0.26,74,0,40.511
273,30.6470,49.882,0.1106,-25.749,-133.426,0.000,-0.0641,2.618,2.612,-0.168,0.091,0.000,-35.00,2.80,avoid,1,1,0,1.128,-4.97,74,0,40.531
274,30.7550,49.997,0.1119,-25.533,-133.597,0.000,-0.1726,2.560,2.522,-0.440,0.120,0.000,-35.00,2.80,avoid,1,1,0,0.952,-11.19,74,0,40.584
275,31.4001,50.336,0.1766,-25.302,-133.832,0.000,-0.3028,2.488,2.375,-0.742,0.156,0.000,-35.00,2.80,avoid,1,1,0,0.712,-18.65,74,0,40.688
276,31.6798,50.746,0.5653,-24.860,-134.558,0.000,-0.6392,2.360,1.894,-1.408,0.220,0.000,-19.32,2.80,avoid,1,1,0,0.024,-37.92,74,0,41.146
277,31.8332,51.013,0.2617,-24.701,-135.064,0.000,-0.8349,2.416,1.622,-1.791,0.192,0.000,-3.62,2.80,avoid,1,1,0,0.533,-49.14,74,0,41.534
278,31.9879,51.174,0.1610,-24.525,-135.419,0.000,-0.9000,2.553,1.587,-2.000,0.123,0.000,6.04,2.80,avoid,1,1,0,0.892,-52.86,74,0,41.781
279,32.1421,51.322,0.1447,-24.300,-135.721,0.000,-0.9038,2.543,1.573,-1.998,0.128,0.000,14.72,2.80,avoid,1,1,0,1.199,-53.08,74,0,41.963
280,32.2907,51.472,0.1572,-24.037,-135.993,0.000,-0.8769,2.506,1.603,-1.926,0.147,0.000,24.15,2.80,avoid,1,1,0,1.477,-51.54,74,0,42.104
281,32.4236,51.617,0.1507,-23.758,-136.211,0.000,-0.8238,2.436,1.655,-1.788,0.182,0.000,33.20,2.80,avoid,1,1,0,1.701,-48.50,74,0,42.192
282,32.6726,51.761,0.1301,-23.464,-136.354,0.000,-0.7399,2.283,1.686,-1.539,0.258,0.000,35.00,2.80,avoid,13,1,0,1.851,-43.69,74,0,42.208
283,32.8246,52.003,0.2485,-23.047,-136.421,0.000,-0.5841,2.219,1.851,-1.224,0.290,0.000,35.00,2.80,avoid,1,1,0,1.928,-34.76,74,0,42.110
284,32.9776,52.162,0.1512,-22.713,-136.409,0.000,-0.4518,2.317,2.085,-1.012,0.241,0.000,25.93,2.80,avoid,1,1,0,1.924,-27.19,74,0,41.973
285,33.7231,52.404,0.2414,-22.246,-136.360,0.000,-0.2943,2.548,2.439,-0.739,0.126,0.000,33.89,2.80,avoid,4,1,0,1.885,-18.16,74,0,41.754
286,34.4199,53.247,0.6872,-21.516,-136.221,0.000,-0.0819,2.561,2.552,-0.210,0.000,0.427,26.77,0.00,emergency_stop,5,1,0,1.762,-5.99,74,0,41.363
287,34.4629,53.709,0.6400,-20.839,-135.772,0.000,0.2230,2.527,2.465,0.559,0.000,0.421,-11.63,0.00,emergency_stop,1,1,0,1.329,11.48,74,0,40.708
288,34.5690,53.816,0.1073,-20.633,-135.621,0.000,0.2890,2.438,2.337,0.695,0.000,0.406,-8.68,0.00,emergency_stop,6,1,0,1.182,15.26,74,0,40.497
289,34.6856,53.930,0.1093,-20.393,-135.520,0.000,0.3042,2.158,2.059,0.647,0.000,0.360,-15.24,0.00,emergency_stop,4,1,0,1.087,16.13,74,0,40.321
290,34.7934,54.039,0.1083,-20.179,-135.477,0.000,0.2864,1.896,1.819,0.536,0.000,0.316,-21.74,0.00,emergency_stop,1,1,0,1.048,15.11,74,0,40.210
291,34.9068,54.153,0.1102,-20.037,-135.469,0.000,0.2577,0.375,0.363,0.096,0.000,0.063,-15.13,0.00,emergency_stop,7,1,0,1.044,13.46,74,0,40.157
292,35.0063,54.258,0.1097,-20.035,-135.469,0.000,0.2569,0.001,0.001,0.000,0.000,0.000,-8.54,0.00,emergency_stop,15,1,0,1.044,13.42,74,0,40.156
293,35.1208,54.370,0.1075,-20.035,-135.469,0.000,0.2569,0.000,0.000,0.000,0.000,0.000,-2.09,0.00,emergency_stop,15,1,0,1.044,13.42,74,0,40.156
294,35.2345,54.477,0.1100,-20.035,-135.469,0.000,0.2569,0.000,0.000,0.000,0.000,0.000,4.51,0.00,emergency_stop,15,1,0,1.044,13.42,74,0,40.156
295,35.3425,54.581,0.1103,-20.035,-135.469,0.000,0.2569,0.000,0.000,0.000,0.000,-0.000,-2.11,0.00,emergency_stop,4,1,0,1.044,13.42,74,0,40.156
296,35.4844,54.715,0.1121,-20.035,-135.469,0.000,0.2569,0.004,0.004,0.001,0.000,0.001,-8.84,0.00,emergency_stop,4,1,0,1.044,13.42,74,0,40.156
297,35.5815,54.817,0.1094,-20.035,-135.469,0.000,0.2569,0.000,0.000,0.000,0.300,0.000,-15.40,0.60,brake,4,1,0,1.044,13.42,74,0,40.156
298,35.6825,54.921,0.1100,-20.035,-135.469,0.000,0.2570,0.025,0.024,0.006,0.288,0.000,-22.00,0.60,brake,1,1,0,1.044,13.43,74,0,40.156
299,35.7836,55.023,0.1111,-20.035,-135.469,0.000,0.2570,0.048,0.046,0.012,0.276,0.000,-15.34,0.60,brake,9,1,0,1.044,13.42,74,0,40.156
300,35.8958,55.137,0.1093,-20.023,-135.469,0.000,0.2546,0.206,0.199,0.052,0.197,0.000,-8.78,0.60,brake,9,1,0,1.044,13.29,74,0,40.152
301,36.0054,55.244,0.1083,-19.994,-135.466,0.000,0.2510,0.354,0.343,0.088,0.123,0.000,-2.29,0.60,brake,9,1,0,1.042,13.08,74,0,40.140
