tick,matlabTime,carlaTime,dt,egoX,egoY,egoZ,egoYaw,egoSpeed,vxDerived,vyDerived,throttle,brake,steerDeg,targetSpeed,decisionState,selectedCandidate,k2Active,feasibleCount,cteApprox,headErrDeg,cumCollisionCount,newEventsThisTick,goalDist
27,3.5938,22.821,0.1113,-57.779,-137.236,0.000,-0.4638,2.348,2.100,-1.050,0.226,0.000,27.42,2.80,avoid,1,1,0,1.954,-27.87,0,0,64.471
28,3.6931,22.938,0.1116,-57.514,-137.244,0.000,-0.3869,2.385,2.209,-0.900,0.207,0.000,34.12,2.80,avoid,15,1,0,1.969,-23.47,0,0,64.267
29,3.8032,23.047,0.1094,-57.269,-137.225,0.000,-0.3097,2.346,2.235,-0.715,0.227,0.000,35.00,2.80,avoid,15,1,0,1.955,-19.04,0,0,64.063
30,3.9068,23.155,0.1105,-57.041,-137.163,0.000,-0.2194,2.346,2.290,-0.511,0.227,0.000,35.00,2.80,avoid,15,1,0,1.899,-13.87,0,0,63.846
31,4.0196,23.267,0.1107,-56.812,-137.071,0.000,-0.1222,2.389,2.372,-0.291,0.205,0.000,35.00,2.80,avoid,15,1,0,1.811,-8.30,0,0,63.609
32,4.1319,23.377,0.1097,-56.593,-136.956,0.000,-0.0249,2.437,2.436,-0.061,0.182,0.000,35.00,2.80,avoid,15,1,0,1.702,-2.73,0,0,63.367
33,4.2465,23.484,0.1099,-56.390,-136.823,0.000,0.0709,2.462,2.456,0.174,0.169,0.000,35.00,2.80,avoid,15,1,0,1.574,2.76,0,0,63.125
34,4.3472,23.590,0.1094,-56.199,-136.671,0.000,0.1672,2.479,2.445,0.413,0.160,0.000,28.44,2.80,avoid,1,1,0,1.425,8.28,0,0,62.880
35,4.4661,23.707,0.1101,-55.990,-136.489,0.000,0.2649,2.555,2.466,0.669,0.122,0.000,21.83,2.80,avoid,1,1,0,1.248,13.88,0,0,62.604
36,4.5740,23.814,0.1118,-55.785,-136.321,0.000,0.3373,2.608,2.462,0.863,0.096,0.000,15.12,2.80,avoid,1,1,0,1.085,18.03,0,0,62.338
37,4.6881,23.928,0.1093,-55.550,-136.146,0.000,0.3949,2.615,2.414,1.006,0.092,0.000,8.56,2.80,avoid,1,1,0,0.915,21.33,0,0,62.046
38,4.7970,24.040,0.1108,-55.312,-135.986,0.000,0.4318,2.593,2.355,1.085,0.104,0.000,1.91,2.80,avoid,1,1,0,0.760,23.44,0,0,61.760
39,4.9056,24.149,0.1115,-55.069,-135.844,0.000,0.4488,2.550,2.298,1.107,0.125,0.000,-4.77,2.80,avoid,1,1,0,0.624,24.41,0,0,61.482
40,5.0154,24.260,0.1110,-54.816,-135.726,0.000,0.4442,2.503,2.260,1.075,0.149,0.000,-11.44,2.80,avoid,1,1,0,0.512,24.15,0,0,61.210
41,5.1267,24.367,0.1124,-54.566,-135.638,0.000,0.4234,2.462,2.245,1.012,0.169,0.000,-18.18,2.80,avoid,1,1,0,0.430,22.96,0,0,60.960
42,5.2474,24.491,0.1094,-54.275,-135.572,0.000,0.3814,2.411,2.238,0.898,0.194,0.000,-24.75,2.80,avoid,5,0,5,0.370,20.55,0,0,60.692
43,5.3482,24.594,0.1100,-54.035,-135.550,0.000,0.3323,2.374,2.245,0.775,0.213,0.000,-31.35,2.80,avoid,1,1,0,0.353,17.74,0,0,60.492
44,5.4677,24.708,0.1110,-53.777,-135.568,0.000,0.2602,2.314,2.236,0.595,0.243,0.000,-35.00,2.80,avoid,1,1,0,0.378,13.61,0,0,60.303
45,5.5874,24.831,0.1115,-53.522,-135.641,0.000,0.1643,2.287,2.256,0.374,0.000,0.381,-35.00,0.00,emergency_stop,1,1,0,0.457,8.11,0,0,60.152
46,5.6910,24.935,0.1110,-53.321,-135.734,0.000,0.0773,2.255,2.248,0.174,0.000,0.376,-35.00,0.00,emergency_stop,1,1,0,0.554,3.13,0,0,60.056
47,5.8058,25.050,0.1103,-53.140,-135.848,0.000,-0.0162,1.823,1.823,-0.030,0.000,0.304,-35.00,0.00,emergency_stop,1,1,0,0.672,-2.23,0,0,59.989
48,5.9165,25.162,0.1115,-53.016,-135.955,0.000,-0.0942,1.443,1.436,-0.136,0.000,0.240,-28.31,0.00,emergency_stop,15,1,0,0.781,-6.70,0,0,59.962
49,6.0229,25.269,0.1105,-52.928,-136.037,0.000,-0.1500,1.056,1.044,-0.158,0.000,0.176,-21.68,0.00,emergency_stop,8,0,15,0.866,-9.90,0,0,59.947
50,6.1341,25.380,0.1088,-52.867,-136.085,0.000,-0.1804,0.114,0.112,-0.020,0.000,0.019,-15.15,0.00,emergency_stop,8,0,15,0.915,-11.64,0,0,59.931
51,6.2506,25.493,0.1115,-52.867,-136.085,0.000,-0.1804,0.001,0.001,-0.000,0.000,0.000,-8.46,0.00,emergency_stop,8,0,15,0.915,-11.64,0,0,59.931
52,6.3598,25.606,0.1105,-52.867,-136.085,0.000,-0.1804,0.001,0.001,-0.000,0.000,0.000,-1.82,0.00,emergency_stop,8,0,15,0.915,-11.64,0,0,59.932
53,6.4729,25.717,0.1100,-52.867,-136.085,0.000,-0.1804,0.001,0.001,-0.000,0.000,0.000,4.77,0.00,emergency_stop,8,0,15,0.915,-11.64,0,0,59.931
54,6.5733,25.818,0.1095,-52.867,-136.085,0.000,-0.1804,0.000,0.000,-0.000,0.000,0.000,11.35,0.00,emergency_stop,8,0,15,0.915,-11.64,0,0,59.931
55,6.6852,25.932,0.1112,-52.867,-136.085,0.000,-0.1804,0.000,0.000,-0.000,0.000,0.000,18.02,0.00,emergency_stop,8,0,15,0.915,-11.64,0,0,59.931
56,6.7976,26.045,0.1090,-52.867,-136.085,0.000,-0.1804,0.000,0.000,-0.000,0.000,0.000,11.48,0.00,emergency_stop,4,0,5,0.915,-11.64,0,0,59.931
57,6.9002,26.147,0.1108,-52.867,-136.085,0.000,-0.1804,0.000,0.000,-0.000,0.000,0.000,18.13,0.00,emergency_stop,8,0,14,0.915,-11.64,0,0,59.931
58,7.0146,26.262,0.1107,-52.867,-136.085,0.000,-0.1804,0.000,0.000,-0.000,0.000,0.000,24.77,0.00,emergency_stop,8,0,14,0.915,-11.64,0,0,59.931
59,7.1272,26.375,0.1099,-52.867,-136.085,0.000,-0.1804,0.000,0.000,-0.000,0.300,0.000,31.36,0.60,brake,8,0,14,0.915,-11.64,0,0,59.931
60,7.2399,26.486,0.1090,-52.867,-136.085,0.000,-0.1806,0.015,0.015,-0.003,0.293,0.000,35.00,0.60,brake,8,0,13,0.915,-11.65,0,0,59.932
61,7.3508,26.597,0.1109,-52.865,-136.085,0.000,-0.1798,0.065,0.064,-0.012,0.267,0.000,35.00,0.60,brake,8,0,13,0.915,-11.60,0,0,59.930
62,7.4569,26.703,0.1102,-52.853,-136.080,0.000,-0.1746,0.185,0.183,-0.032,0.207,0.000,35.00,0.60,brake,8,0,13,0.911,-11.30,0,0,59.918
63,7.5688,26.813,0.1108,-52.828,-136.070,0.000,-0.1638,0.332,0.328,-0.054,0.134,0.000,35.00,0.60,brake,8,0,15,0.901,-10.68,0,0,59.892
64,7.6924,26.937,0.1090,-52.790,-136.052,0.000,-0.1463,0.440,0.435,-0.064,0.080,0.000,35.00,0.60,brake,8,0,11,0.884,-9.68,0,0,59.851
65,7.7946,27.040,0.1101,-52.753,-136.034,0.000,-0.1294,0.473,0.469,-0.061,0.064,0.000,35.00,0.60,brake,10,0,9,0.866,-8.72,0,0,59.811
66,7.9038,27.151,0.1113,-52.711,-136.012,0.000,-0.1101,0.483,0.480,-0.053,0.059,0.000,35.00,0.60,brake,10,0,8,0.845,-7.61,0,0,59.765
67,8.0187,27.264,0.1093,-52.669,-135.988,0.000,-0.0903,0.482,0.480,-0.043,0.059,0.000,35.00,0.60,brake,10,0,9,0.823,-6.47,0,0,59.718
68,8.1357,27.383,0.1094,-52.626,-135.963,0.000,-0.0699,0.468,0.467,-0.033,0.066,0.000,28.44,0.60,brake,4,0,6,0.799,-5.30,0,0,59.669
69,8.2388,27.486,0.1100,-52.588,-135.943,0.000,-0.0541,0.476,0.475,-0.026,0.062,0.000,21.84,0.60,brake,4,0,4,0.780,-4.40,0,0,59.627
70,8.3518,27.597,0.1107,-52.542,-135.927,0.000,-0.0408,0.484,0.483,-0.020,0.058,0.000,15.20,0.60,brake,1,1,0,0.764,-3.64,0,0,59.581
71,8.4665,27.710,0.1097,-52.493,-135.914,0.000,-0.0310,0.486,0.486,-0.015,0.057,0.000,8.62,0.60,brake,4,0,4,0.753,-3.08,0,0,59.536
72,8.5725,27.817,0.1122,-52.445,-135.906,0.000,-0.0251,0.487,0.486,-0.012,0.057,0.000,15.35,0.60,brake,8,0,9,0.746,-2.74,0,0,59.494
73,8.6812,27.926,0.1110,-52.396,-135.900,0.000,-0.0195,0.470,0.470,-0.009,1.000,0.000,22.01,2.80,avoid,8,0,11,0.740,-2.42,0,0,59.452
74,8.8011,28.045,0.1112,-52.346,-135.887,0.000,-0.0096,0.486,0.486,-0.005,1.000,0.000,15.34,2.80,avoid,1,1,0,0.729,-1.85,0,0,59.406
75,8.9030,28.148,0.1111,-52.283,-135.870,0.000,0.0031,0.857,0.857,0.003,0.971,0.000,8.67,2.80,avoid,1,1,0,0.713,-1.12,0,0,59.346
76,9.0180,28.265,0.1082,-52.144,-135.845,0.000,0.0194,1.563,1.563,0.030,0.619,0.000,2.18,2.80,avoid,1,1,0,0.692,-0.19,0,0,59.225
77,9.1295,28.369,0.1102,-51.946,-135.824,0.000,0.0304,2.229,2.228,0.068,0.000,0.272,-4.43,0.60,brake,1,1,0,0.675,0.44,0,0,59.060
78,9.2346,28.475,0.1094,-51.685,-135.816,0.000,0.0292,2.591,2.590,0.076,0.000,0.432,-10.99,0.00,emergency_stop,1,1,0,0.673,0.37,0,0,58.857
79,9.3442,28.589,0.1102,-51.394,-135.835,0.000,0.0090,2.473,2.473,0.022,0.000,0.412,-17.60,0.00,emergency_stop,1,1,0,0.699,-0.78,0,0,58.649
80,9.4631,28.705,0.1106,-51.132,-135.884,0.000,-0.0273,2.200,2.199,-0.060,0.000,0.367,-24.24,0.00,emergency_stop,1,1,0,0.754,-2.86,0,0,58.483
81,9.5680,28.810,0.1118,-50.929,-135.950,0.000,-0.0702,1.940,1.935,-0.136,0.000,0.323,-30.95,0.00,emergency_stop,1,1,0,0.824,-5.32,0,0,58.373
82,9.6786,28.922,0.1102,-50.756,-136.038,0.000,-0.1245,1.659,1.646,-0.206,0.000,0.277,-32.94,0.00,emergency_stop,1,1,0,0.916,-8.43,0,0,58.302
83,9.7907,29.031,0.1065,-50.651,-136.125,0.000,-0.1823,1.159,1.140,-0.210,0.000,0.193,-26.55,0.00,emergency_stop,2,1,0,1.006,-11.75,0,0,58.281
84,9.8929,29.136,0.1105,-50.601,-136.180,0.000,-0.2164,0.027,0.026,-0.006,0.000,0.004,-23.21,0.00,emergency_stop,1,1,0,1.062,-13.70,0,0,58.280
85,10.0027,29.248,0.1103,-50.601,-136.180,0.000,-0.2164,0.001,0.001,-0.000,0.000,0.000,-16.59,0.00,emergency_stop,2,0,1,1.062,-13.70,0,0,58.280
86,10.1162,29.361,0.1098,-50.601,-136.181,0.000,-0.2164,0.001,0.001,-0.000,0.000,0.000,-12.72,0.00,emergency_stop,2,0,2,1.062,-13.70,0,0,58.280
87,10.2264,29.473,0.1102,-50.601,-136.181,0.000,-0.2164,0.000,0.000,-0.000,0.000,0.000,-6.11,0.00,emergency_stop,3,0,3,1.062,-13.70,0,0,58.280
88,10.3354,29.583,0.1100,-50.601,-136.181,0.000,-0.2164,0.000,0.000,-0.000,0.000,0.000,-0.37,0.00,emergency_stop,3,0,3,1.062,-13.70,0,0,58.281
89,10.4402,29.689,0.1104,-50.601,-136.181,0.000,-0.2164,0.000,0.000,-0.000,0.000,0.000,-0.37,0.00,emergency_stop,3,0,3,1.062,-13.70,0,0,58.281
90,10.5475,29.796,0.1119,-50.601,-136.181,0.000,-0.2164,0.000,0.000,-0.000,0.000,0.000,6.35,0.00,emergency_stop,4,0,4,1.063,-13.70,0,0,58.281
91,10.6593,29.904,0.1092,-50.601,-136.181,0.000,-0.2164,0.000,0.000,-0.000,0.000,0.000,12.90,0.00,emergency_stop,8,0,10,1.063,-13.70,0,0,58.281
92,10.7772,30.024,0.1092,-50.601,-136.181,0.000,-0.2164,0.000,0.000,-0.000,0.000,0.000,19.45,0.00,emergency_stop,8,0,10,1.063,-13.70,0,0,58.281
93,10.8833,30.132,0.1087,-50.601,-136.181,0.000,-0.2164,0.000,0.000,-0.000,0.000,0.000,25.98,0.00,emergency_stop,8,0,11,1.063,-13.70,0,0,58.281
94,10.9927,30.239,0.1103,-50.601,-136.181,0.000,-0.2164,0.000,0.000,-0.000,0.000,0.000,32.60,0.00,emergency_stop,9,0,6,1.063,-13.70,0,0,58.281
95,11.0988,30.347,0.1061,-50.601,-136.181,0.000,-0.2164,0.000,0.000,-0.000,0.000,0.000,35.00,0.00,emergency_stop,9,0,7,1.063,-13.70,0,0,58.281
96,11.2059,30.454,0.1109,-50.601,-136.181,0.000,-0.2164,0.000,0.000,-0.000,0.000,0.000,35.00,0.00,emergency_stop,11,0,3,1.063,-13.70,0,0,58.281
97,11.3145,30.561,0.1105,-50.601,-136.181,0.000,-0.2164,0.000,0.000,-0.000,0.300,0.000,35.00,0.60,brake,11,0,3,1.063,-13.70,0,0,58.281
98,11.4259,30.673,0.1118,-50.601,-136.181,0.000,-0.2161,0.032,0.031,-0.007,0.284,0.000,28.29,0.60,brake,1,1,0,1.062,-13.68,0,0,58.280
99,11.5367,30.785,0.1109,-50.598,-136.180,0.000,-0.2151,0.088,0.086,-0.019,0.256,0.000,21.64,0.60,brake,1,1,0,1.062,-13.62,0,0,58.278
100,11.6550,30.901,0.1115,-50.580,-136.178,0.000,-0.2104,0.227,0.222,-0.047,0.186,0.000,14.95,0.60,brake,1,1,0,1.060,-13.36,0,0,58.263
101,11.7667,31.012,0.1101,-50.548,-136.176,0.000,-0.2046,0.345,0.338,-0.070,0.128,0.000,21.55,0.60,brake,12,1,0,1.059,-13.02,0,0,58.238
102,11.8767,31.123,0.1104,-50.503,-136.174,0.000,-0.1963,0.432,0.423,-0.084,0.084,0.000,28.17,0.60,brake,13,0,1,1.057,-12.55,0,0,58.202
103,11.9860,31.232,0.1107,-50.453,-136.165,0.000,-0.1834,0.465,0.458,-0.085,0.067,0.000,34.82,0.60,brake,13,0,1,1.050,-11.81,0,0,58.159
104,12.0943,31.341,0.1105,-50.406,-136.150,0.000,-0.1664,0.459,0.453,-0.076,0.070,0.000,35.00,0.60,brake,13,0,1,1.036,-10.84,0,0,58.114
105,12.2010,31.448,0.1111,-50.362,-136.130,0.000,-0.1468,0.465,0.460,-0.068,0.067,0.000,35.00,0.60,brake,12,0,3,1.017,-9.71,0,0,58.068
106,12.3105,31.558,0.1100,-50.319,-136.108,0.000,-0.1265,0.466,0.462,-0.059,0.067,0.000,35.00,0.60,brake,12,0,3,0.996,-8.55,0,0,58.021
107,12.4194,31.667,0.1095,-50.275,-136.085,0.000,-0.1062,0.468,0.465,-0.050,0.066,0.000,35.00,0.60,brake,12,0,4,0.974,-7.38,0,0,57.973
108,12.5294,31.778,0.1102,-50.232,-136.060,0.000,-0.0856,0.464,0.462,-0.040,0.068,0.000,35.00,0.60,brake,12,0,4,0.950,-6.20,0,0,57.925
109,12.6396,31.888,0.1083,-50.190,-136.035,0.000,-0.0652,0.465,0.464,-0.030,0.067,0.000,35.00,0.60,brake,12,0,4,0.926,-5.04,0,0,57.877
110,12.7530,32.000,0.1110,-50.147,-136.009,0.000,-0.0446,0.464,0.464,-0.021,0.068,0.000,35.00,0.60,brake,14,0,2,0.901,-3.85,0,0,57.828
111,12.8668,32.114,0.1110,-50.105,-135.982,0.000,-0.0236,0.462,0.462,-0.011,0.069,0.000,35.00,0.60,brake,14,0,2,0.875,-2.65,0,0,57.778
112,12.9800,32.225,0.1096,-50.064,-135.954,0.000,-0.0033,0.459,0.459,-0.002,0.070,0.000,35.00,0.60,brake,14,0,2,0.848,-1.49,0,0,57.729
113,13.0817,32.328,0.1109,-50.027,-135.928,0.000,0.0152,0.457,0.457,0.007,0.072,0.000,35.00,0.60,brake,11,0,5,0.823,-0.43,0,0,57.684
114,13.1966,32.443,0.1108,-49.987,-135.899,0.000,0.0359,0.453,0.453,0.016,0.074,0.000,35.00,0.60,brake,11,0,5,0.794,0.76,0,0,57.634
115,13.3096,32.555,0.1121,-49.948,-135.869,0.000,0.0561,0.453,0.452,0.025,0.074,0.000,35.00,0.60,brake,11,0,5,0.766,1.92,0,0,57.585
116,13.4238,32.669,0.1098,-49.909,-135.838,0.000,0.0765,0.456,0.455,0.035,0.072,0.000,35.00,0.60,brake,12,0,4,0.736,3.09,0,0,57.536
117,13.5261,32.772,0.1103,-49.874,-135.809,0.000,0.0951,0.451,0.449,0.043,0.074,0.000,35.00,0.60,brake,12,0,4,0.707,4.15,0,0,57.491
118,13.6404,32.888,0.1089,-49.836,-135.776,0.000,0.1160,0.450,0.447,0.052,0.075,0.000,35.00,0.60,brake,12,0,4,0.675,5.35,0,0,57.440
119,13.7469,32.992,0.1089,-49.802,-135.746,0.000,0.1346,0.451,0.447,0.061,0.074,0.000,35.00,0.60,brake,13,0,4,0.646,6.41,0,0,57.395
120,13.8632,33.109,0.1081,-49.765,-135.711,0.000,0.1557,0.455,0.449,0.070,0.073,0.000,35.00,0.60,brake,12,0,4,0.612,7.62,0,0,57.344
121,13.9694,33.214,0.1102,-49.732,-135.679,0.000,0.1746,0.450,0.444,0.078,0.075,0.000,35.00,0.60,brake,12,0,4,0.581,8.70,0,0,57.298
122,14.0766,33.319,0.1111,-49.700,-135.647,0.000,0.1934,0.452,0.443,0.087,0.074,0.000,35.00,0.60,brake,12,1,0,0.549,9.78,0,0,57.252
123,14.1931,33.438,0.1106,-49.664,-135.609,0.000,0.2149,0.456,0.445,0.097,0.072,0.000,35.00,0.60,brake,12,1,0,0.512,11.01,0,0,57.201
124,14.3013,33.547,0.1092,-49.632,-135.574,0.000,0.2345,0.449,0.437,0.104,0.075,0.000,35.00,0.60,brake,12,1,0,0.478,12.13,0,0,57.153
125,14.4104,33.654,0.1091,-49.602,-135.539,0.000,0.2534,0.448,0.433,0.112,1.000,0.000,35.00,2.80,avoid,12,1,0,0.444,13.22,0,0,57.108
126,14.5281,33.773,0.1090,-49.567,-135.499,0.000,0.2753,0.530,0.510,0.144,1.000,0.000,33.40,2.80,avoid,12,1,0,0.404,14.47,0,0,57.055
127,14.6295,33.874,0.1108,-49.525,-135.452,0.000,0.3004,0.822,0.785,0.243,0.989,0.000,31.99,2.80,avoid,12,1,0,0.358,15.91,0,0,56.992
128,14.7456,33.988,0.1087,-49.442,-135.361,0.000,0.3450,1.432,1.348,0.484,0.684,0.000,35.00,2.80,avoid,14,0,2,0.269,18.47,0,0,56.869
129,14.8503,34.094,0.1106,-49.333,-135.227,0.000,0.4076,1.977,1.815,0.784,0.411,0.000,35.00,2.80,avoid,14,0,2,0.138,22.06,0,0,56.699
130,14.9775,34.216,0.1097,-49.195,-135.015,0.000,0.5049,2.412,2.111,1.167,0.194,0.000,28.42,2.80,avoid,14,1,0,0.072,27.63,0,0,56.455
131,15.0912,34.332,0.1121,-49.056,-134.772,0.000,0.6024,2.686,2.213,1.522,0.057,0.000,21.70,2.80,avoid,14,0,2,0.311,33.22,0,0,56.190
132,15.1912,34.429,0.1098,-48.921,-134.551,0.000,0.6734,2.794,2.184,1.743,0.000,0.466,15.11,0.00,emergency_stop,14,0,2,0.529,37.29,0,0,55.942
133,15.3121,34.550,0.1095,-48.737,-134.278,0.000,0.7377,2.723,2.015,1.832,0.000,0.454,8.54,0.00,emergency_stop,14,0,2,0.798,40.97,0,0,55.623
134,15.3940,34.631,0.1115,-48.614,-134.108,0.000,0.7670,2.549,1.836,1.769,0.000,0.425,1.85,0.00,emergency_stop,11,0,5,0.965,42.64,0,0,55.419
135,15.5017,34.742,0.1091,-48.443,-133.905,0.000,0.7835,2.289,1.622,1.616,0.000,0.382,-4.70,0.00,emergency_stop,13,0,3,1.164,43.59,0,0,55.157
136,15.6128,34.853,0.1118,-48.275,-133.737,0.000,0.7817,2.022,1.435,1.424,0.000,0.337,-11.40,0.00,emergency_stop,11,0,5,1.328,43.49,0,0,54.919
137,15.7223,34.964,0.1105,-48.116,-133.606,0.000,0.7673,1.773,1.276,1.231,0.000,0.296,-18.03,0.00,emergency_stop,13,0,3,1.456,42.66,0,0,54.713
138,15.8358,35.074,0.1117,-47.967,-133.508,0.000,0.7424,1.518,1.119,1.026,0.000,0.253,-24.73,0.00,emergency_stop,15,1,0,1.550,41.24,0,0,54.537
139,15.9632,35.204,0.1116,-47.925,-133.485,0.000,0.7332,0.000,0.000,0.000,0.000,0.000,-31.43,0.00,emergency_stop,1,1,0,1.572,40.71,0,0,54.489
140,16.0754,35.316,0.1125,-47.924,-133.485,0.000,0.7332,0.000,0.000,0.000,0.000,0.000,-35.00,0.00,emergency_stop,1,1,0,1.572,40.71,0,0,54.489
141,16.1891,35.425,0.1105,-47.924,-133.485,0.000,0.7332,0.000,0.000,0.000,0.000,0.000,-35.00,0.00,emergency_stop,1,1,0,1.572,40.71,0,0,54.489
142,16.2979,35.536,0.1081,-47.924,-133.485,0.000,0.7332,0.000,0.000,0.000,0.000,0.000,-35.00,0.00,emergency_stop,1,1,0,1.572,40.71,0,0,54.489
143,16.4103,35.649,0.1099,-47.924,-133.485,0.000,0.7332,0.000,0.000,0.000,0.000,0.000,-35.00,0.00,emergency_stop,1,1,0,1.572,40.71,0,0,54.489
144,16.5239,35.765,0.1087,-47.924,-133.485,0.000,0.7332,0.000,0.000,0.000,0.000,0.000,-35.00,0.00,emergency_stop,1,1,0,1.573,40.71,0,0,54.489
145,16.6184,35.860,0.1108,-47.924,-133.485,0.000,0.7332,0.000,0.000,0.000,0.000,0.000,-35.00,0.00,emergency_stop,1,1,0,1.573,40.71,0,0,54.489
146,16.7313,35.969,0.1100,-47.924,-133.485,0.000,0.7332,0.000,0.000,0.000,0.000,0.000,-35.00,0.00,emergency_stop,1,1,0,1.573,40.71,0,0,54.489
147,16.8425,36.079,0.1112,-47.924,-133.485,0.000,0.7332,0.000,0.000,0.000,0.000,0.000,-35.00,0.00,emergency_stop,1,1,0,1.573,40.71,0,0,54.489
148,16.9379,36.178,0.1097,-47.924,-133.485,0.000,0.7332,0.000,0.000,0.000,0.000,0.000,-35.00,0.00,emergency_stop,1,1,0,1.573,40.71,0,0,54.489
149,17.0321,36.274,0.1086,-47.924,-133.485,0.000,0.7332,0.000,0.000,0.000,0.000,0.000,-35.00,0.00,emergency_stop,1,1,0,1.573,40.71,0,0,54.489
