tick,timestamp,actorId,actorType,impulseMagnitude,egoX,egoY,egoYawDeg
164,441.397853631526,158,vehicle.mitsubishi.fusorosa,85.4594057688909,-40.0428924560547,134.783920288086,9.64367866516113
164,441.410281829536,158,vehicle.mitsubishi.fusorosa,356.930226089688,-40.04296875,134.783798217773,9.64464092254639
164,441.422658130527,158,vehicle.mitsubishi.fusorosa,59.0886148780216,-40.0435409545898,134.782669067383,9.64934253692627
164,441.434685230255,158,vehicle.mitsubishi.fusorosa,41.3342839448259,-40.0439147949219,134.781616210938,9.65068054199219
164,441.446604128927,158,vehicle.mitsubishi.fusorosa,41.0435700313454,-40.0442390441895,134.780822753906,9.65166568756104
164,441.45905572921,158,vehicle.mitsubishi.fusorosa,41.6721606207103,-40.0445175170898,134.780197143555,9.6524019241333
164,441.471328031272,158,vehicle.mitsubishi.fusorosa,40.7822557259766,-40.0447769165039,134.779678344727,9.65299129486084
164,441.484959229827,158,vehicle.mitsubishi.fusorosa,42.6196705381786,-40.044994354248,134.779251098633,9.65344905853271
165,441.497696030885,158,vehicle.mitsubishi.fusorosa,40.7777368683914,-40.0451965332031,134.778869628906,9.65383911132812
165,441.510569930077,158,vehicle.mitsubishi.fusorosa,39.0687894552052,-40.0453567504883,134.778564453125,9.65414142608643
165,441.523160029203,158,vehicle.mitsubishi.fusorosa,57.8276788155968,-40.0454864501953,134.778335571289,9.65439128875732
165,441.535987228155,158,vehicle.mitsubishi.fusorosa,55.6296180172159,-40.0456161499023,134.778060913086,9.65457248687744
165,441.549889728427,158,vehicle.mitsubishi.fusorosa,58.3304673068344,-40.0457458496094,134.777725219727,9.65479469299316
165,441.564132731408,158,vehicle.mitsubishi.fusorosa,55.7690852867783,-40.0458793640137,134.777374267578,9.6550235748291
165,441.577883731574,158,vehicle.mitsubishi.fusorosa,55.1102914525708,-40.0459899902344,134.777084350586,9.65519618988037
165,441.591078929603,158,vehicle.mitsubishi.fusorosa,44.705695801834,-40.046070098877,134.776840209961,9.65538501739502
165,441.605286028236,158,vehicle.mitsubishi.fusorosa,56.5686793059153,-40.0461311340332,134.776641845703,9.6555290222168
166,441.619963228703,158,vehicle.mitsubishi.fusorosa,66.4180537940052,-40.0461845397949,134.776428222656,9.6556978225708
166,441.635311130434,158,vehicle.mitsubishi.fusorosa,54.6787165427107,-40.0462265014648,134.776214599609,9.65585803985596
166,441.649898529053,158,vehicle.mitsubishi.fusorosa,207.643316740807,-40.0462493896484,134.776016235352,9.65599250793457
166,441.663570631295,158,vehicle.mitsubishi.fusorosa,78.4588526914846,-40.0463638305664,134.775329589844,9.65628910064697
166,441.677227128297,158,vehicle.mitsubishi.fusorosa,66.4260413768554,-40.0464553833008,134.774810791016,9.65671730041504
166,441.691174529493,158,vehicle.mitsubishi.fusorosa,52.5980576589879,-40.0465240478516,134.774429321289,9.65703678131104
166,441.705394830555,158,vehicle.mitsubishi.fusorosa,45.8375171307536,-40.0465660095215,134.774200439453,9.65728282928467
166,441.721001029015,158,vehicle.mitsubishi.fusorosa,8.41972584305139,-40.0465927124023,134.774169921875,9.65745735168457
167,441.73634082824,158,vehicle.mitsubishi.fusorosa,35.7728103462255,-40.0465698242188,134.774475097656,9.65753269195557
167,441.750445328653,158,vehicle.mitsubishi.fusorosa,309.91027019723,-40.0465965270996,134.775009155273,9.65732288360596
167,441.764458328485,158,vehicle.mitsubishi.fusorosa,55.1752868983433,-40.046760559082,134.774475097656,9.65741062164307
167,441.778634831309,158,vehicle.mitsubishi.fusorosa,37.2442715423289,-40.0468482971191,134.774230957031,9.65762042999268
167,441.792240928859,158,vehicle.mitsubishi.fusorosa,76.2399554717422,-40.0469245910645,134.774353027344,9.65755653381348
167,441.806792631745,158,vehicle.mitsubishi.fusorosa,30.5169266572677,-40.047233581543,134.775344848633,9.65649509429932
167,441.823753029108,158,vehicle.mitsubishi.fusorosa,32.0782664994299,-40.0475807189941,134.776641845703,9.65539741516113
168,441.83798282966,158,vehicle.mitsubishi.fusorosa,32.2416173523116,-40.047981262207,134.778244018555,9.65409183502197
168,441.852394729853,158,vehicle.mitsubishi.fusorosa,266.095094355547,-40.0482711791992,134.77961730957,9.65356731414795
168,441.866124328226,158,vehicle.mitsubishi.fusorosa,56.4768903126018,-40.0488204956055,134.781692504883,9.65271949768066
168,441.879590328783,158,vehicle.mitsubishi.fusorosa,45.4883633211785,-40.0492744445801,134.783493041992,9.65213108062744
168,441.892714228481,158,vehicle.mitsubishi.fusorosa,85.1515946227992,-40.049617767334,134.784942626953,9.65182971954346
168,441.906395331025,158,vehicle.mitsubishi.fusorosa,179.113122448543,-40.0497970581055,134.785827636719,9.6517333984375
