tick,actorId,blueprint,intent,distanceToEgo,originalTargetVx,originalTargetVy,appliedTargetVx,appliedTargetVy,actualVx,actualVy,clampActive,newCollisionEvent,recoveryState,recoveryTicks,recoveryActivationCount,recoveryTimeoutCount
1,194,vehicle.tesla.model3,straight_through,62.9857823462342,0.0314157198277953,4.99990130428069,0.0314157198277953,4.99990130428069,0,0,0,0,normal,0,0,0
1,195,vehicle.harley-davidson.low_rider,turn_left,71.7264148750783,0.0251325758622363,3.99992104342455,0.0251325758622363,3.99992104342455,0,0,0,0,normal,0,0,0
1,196,vehicle.diamondback.century,roadside_edge,59.7724041561606,0.0188494318966772,2.99994078256841,0.0188494318966772,2.99994078256841,0,0,0,0,normal,0,0,0
1,197,vehicle.carlamotors.carlacola,slow_through,72.0572400474183,-0.0157078599138974,-2.49995065214034,-0.0157078599138974,-2.49995065214034,0,0,0,0,normal,0,0,0
1,198,vehicle.bh.crossbike,roadside_edge,79.3090925960581,-0.0188494318966768,-2.99994078256841,-0.0188494318966768,-2.99994078256841,0,0,0,0,normal,0,0,0
1,199,vehicle.audi.tt,turn_right,69.5202014967833,-0.0251325758622358,-3.99992104342455,-0.0251325758622358,-3.99992104342455,0,0,0,0,normal,0,0,0
1,200,vehicle.mitsubishi.fusorosa,straight_through,102.275732111241,-4.99948794685753,0.0715560565314597,-4.99948794685753,0.0715560565314597,0,0,0,0,normal,0,0,0
1,201,vehicle.vespa.zx125,informal_merge,115.201175481627,-3.49964156280027,0.0500892395720218,-3.49964156280027,0.0500892395720218,0,0,0,0,normal,0,0,0
1,202,vehicle.nissan.micra,turn_right,82.2119346729545,-3.99959035748602,0.0572448452251677,-3.99959035748602,0.0572448452251677,-1.92534017562866,0.0352793112397194,0,0,normal,0,0,0
1,203,vehicle.yamaha.yzf,following_ego_lane,14.9938566659155,5.49858435127484,-0.124780334650297,5.49858435127484,-0.124780334650297,0,0,0,0,normal,0,0,0
2,194,vehicle.tesla.model3,straight_through,60.9339902619338,0.0314157198277953,4.99990130428069,0.0314157198277953,4.99990130428069,0.0309255216270685,4.87440490722656,0,0,normal,0,0,0
2,195,vehicle.harley-davidson.low_rider,turn_left,69.7765564619205,0.0251325758622363,3.99992104342455,0.0251325758622363,3.99992104342455,0.0214897356927395,3.41948795318604,0,0,normal,0,0,0
2,196,vehicle.diamondback.century,roadside_edge,58.9983741104907,0.0188494318966772,2.99994078256841,0.0188494318966772,2.99994078256841,0.0133784804493189,2.13019394874573,0,0,normal,0,0,0
2,197,vehicle.carlamotors.carlacola,slow_through,71.2041814897883,-0.0157078599138974,-2.49995065214034,-0.0157078599138974,-2.49995065214034,-0.0154150407761335,-2.47563028335571,0,0,normal,0,0,0
2,198,vehicle.bh.crossbike,roadside_edge,77.9715402733289,-0.0188494318966768,-2.99994078256841,-0.0188494318966768,-2.99994078256841,-0.0172096006572247,-2.73943877220154,0,0,normal,0,0,0
2,199,vehicle.audi.tt,turn_right,68.5381212542014,-0.0251325758622358,-3.99992104342455,-0.0251325758622358,-3.99992104342455,-0.024551885202527,-3.90760254859924,0,0,normal,0,0,0
2,200,vehicle.mitsubishi.fusorosa,straight_through,99.9092383450498,-4.99948794685753,0.0715560565314597,-4.99948794685753,0.0715560565314597,-0.896305322647095,0.958755373954773,0,0,normal,0,0,0
2,201,vehicle.vespa.zx125,informal_merge,112.774023836957,-3.49964156280027,0.0500892395720218,-3.49964156280027,0.0500892395720218,-2.68799757957458,0.0384733155369759,0,0,normal,0,0,0
2,202,vehicle.nissan.micra,turn_right,78.8402701019496,-3.99959035748602,0.0572448452251677,-3.99959035748602,0.0572448452251677,-3.88113021850586,0.0711018517613411,0,0,normal,0,0,0
2,203,vehicle.yamaha.yzf,following_ego_lane,18.5504943826854,5.49858435127484,-0.124780334650297,5.49858435127484,-0.124780334650297,4.03809452056885,-0.0916536152362823,0,0,normal,0,0,0
3,194,vehicle.tesla.model3,straight_through,60.5221670551364,0.0314157198277953,4.99990130428069,0.0314157198277953,4.99990130428069,0.0314849689602852,4.9930534362793,0,0,normal,0,0,0
3,195,vehicle.harley-davidson.low_rider,turn_left,69.2927438262406,0.0251325758622363,3.99992104342455,0.0251325758622363,3.99992104342455,0.024550199508667,3.90655755996704,0,0,normal,0,0,0
3,196,vehicle.diamondback.century,roadside_edge,58.7899833657827,0.0188494318966772,2.99994078256841,0.0188494318966772,2.99994078256841,0.0172694567590952,2.74960589408875,0,0,normal,0,0,0
