tick,egoSpeed,throttle,brake,steerDeg,decisionState,selectedCandidate,goalDistance,headingErrorDeg,collisionCount,newCollisionCount
221,2.55562434470894,0.122187827645529,0,7.20433103539464,avoid,8,47.3337550314601,29.5772647857669,151,0
222,2.49787981008565,0.151060094957173,0,13.8014390353946,avoid,8,47.2901872506393,29.1221618652322,151,0
223,2.44377261547198,0.178113692264008,0,20.4672110353946,avoid,8,47.2174360995731,27.5714931488047,151,0
224,2.39456065752398,0.202719671238012,0,27.1241150353946,avoid,8,47.1127526842245,24.9462604522719,151,0
225,2.35728489713225,0.221357551433875,0,33.5716250353946,avoid,8,46.9993109939193,21.9514770507796,151,0
226,2.28540960580213,0.257295197098935,0,35,avoid,12,46.8502561154024,17.8242950439551,151,0
227,2.28879879154461,0.255600604227693,0,35,avoid,12,46.6612591905831,12.4934835433976,151,0
228,2.34685842174848,0.22657078912576,0,28.48622,avoid,1,46.4608313171818,7.1206989288343,151,0
229,2.48033853865584,0.259830730672078,0,32.8321886672422,replan,8,46.246156215004,2.06115341186865,151,0
230,2.48886540865487,0.255567295672563,0,26.2307666672422,replan,1,46.0250771005487,-2.65139937400736,151,0
231,2.63056662733855,0.0847166863307274,0,19.5741566672422,avoid,1,45.7618270664166,-7.89533615112511,151,0
232,2.72602710819312,0.0369864459034404,0,12.9727766672422,avoid,1,45.5011791860853,-11.9045600891151,151,0
233,2.72433477956306,0.0378326102184705,0,6.4399766672422,avoid,1,45.2639103413968,-14.5931272506734,151,0
234,2.65088652175658,0.0745567391217092,0,-0.164553332757799,avoid,1,44.9910053316205,-16.4874382019076,151,0
235,2.56428783050665,0.117856084746674,0,-6.2376033327578,avoid,1,44.769438102122,-17.1062984466586,151,0
236,2.50223136929393,0.148884315353037,0,-12.4259073327578,avoid,6,44.5933722499712,-16.915105819702,151,0
237,2.43303872538452,0.183480637307738,0,-19.0660533327578,avoid,5,44.3902864646163,-15.4957733154245,151,0
238,2.3833390711674,0.208330464416302,0,-12.4471833327578,avoid,9,44.2371881695564,-13.3716640472406,151,0
239,2.42260576683936,0.188697116580321,0,-6.2836953327578,avoid,9,44.1046478873999,-10.9934883117688,151,0
240,2.47269415497935,0.163652922510325,0,0.1197806672422,avoid,9,43.9442769247343,-9.36067295074546,151,0
241,2.49536420638153,0.152317896809236,0,-6.2942373327578,avoid,3,43.7963049677254,-8.76048183440888,151,0
242,2.49088198363344,0.154559008183278,0,-12.6467073327578,avoid,3,43.6151658970432,-8.35163688659389,151,0
243,2.46959988214724,0.165200058926382,0,-19.1252913327578,avoid,6,43.4772084075882,-7.22913551330497,151,0
244,2.43376612495546,0.183116937522269,0,-13.1168913327578,avoid,7,43.358196396671,-5.1166424751287,151,0
245,2.47411819383152,0.162940903084241,0,-6.9904113327578,avoid,7,43.2693534095247,-2.88107490539533,151,0
246,2.51378268565783,0.143108657171083,0,-2.59442456989398,avoid,7,43.1544409384542,-1.2179570198052,151,0
247,2.52920844298075,0.135395778509623,0,-0.840950073747344,avoid,7,43.0264205084832,-0.422393798830053,151,0
248,2.52530047665478,0.137349761672608,0,-0.22809143214386,avoid,7,42.9022653436687,-0.149261355400506,151,0
249,2.51723776973161,0.141381115134197,0,-0.0340489348634193,avoid,7,42.7588174777671,-0.0616456270218773,151,0
250,2.51273874409248,0.143630627953759,0,-6.53606893486342,avoid,6,42.6219966582675,-0.0420531034465076,151,0
