tick,actorId,blueprint,intent,distanceToEgo,originalTargetVx,originalTargetVy,appliedTargetVx,appliedTargetVy,actualVx,actualVy,clampActive,newCollisionEvent,recoveryState
327,111,vehicle.harley-davidson.low_rider,turn_left,20.2533876030455,-3.9825096879287,0.373653028295003,-3.9825096879287,0.373653028295003,0.164736941456795,0.0996950715780258,0,0,normal
327,112,vehicle.diamondback.century,roadside_edge,101.435733277656,0.0188494318966772,2.99994078256841,0.0188494318966772,2.99994078256841,0.118989616632462,-0.276436924934387,0,0,normal
327,113,vehicle.carlamotors.carlacola,slow_through,64.976562388012,-0.0157078599138974,-2.49995065214034,-0.0157078599138974,-2.49995065214034,-0.0065134665928781,0.0255761276930571,0,0,normal
327,114,vehicle.bh.crossbike,roadside_edge,84.4190813162246,-0.0188494318966768,-2.99994078256841,-0.0188494318966768,-2.99994078256841,-0.0332140810787678,-2.9678053855896,0,0,normal
327,115,vehicle.audi.tt,turn_right,24.2115888754895,-3.98689058456157,-0.323579150648306,-3.98689058456157,-0.323579150648306,-0.00407617446035147,0.00420176982879639,0,0,normal
327,116,vehicle.mitsubishi.fusorosa,straight_through,4.76287743244001,-4.99948794685753,0.0715560565314597,0,0,-2.09932480288444e-08,-2.22956103357319e-07,1,1,normal
327,117,vehicle.vespa.zx125,informal_merge,48.8810114928717,-2.71307771466688,-2.21115565127785,-2.71307771466688,-2.21115565127785,0.0333027429878712,-0.0185302328318357,0,0,normal
327,118,vehicle.nissan.micra,turn_right,94.4740178948501,-0.291560256986671,3.98935992567052,-0.291560256986671,3.98935992567052,0.766529142856598,-0.516159772872925,0,0,normal
327,119,vehicle.yamaha.yzf,following_ego_lane,184.332263823235,5.49858435127484,-0.124780334650297,5.49858435127484,-0.124780334650297,-0.0996021330356598,-0.00645778002217412,0,0,normal
328,110,vehicle.tesla.model3,straight_through,100.586118564486,0.0314157198277953,4.99990130428069,0.0314157198277953,4.99990130428069,-0.000105053652077913,0.00731693441048265,0,0,normal
328,111,vehicle.harley-davidson.low_rider,turn_left,20.238278522144,-3.9825096879287,0.373653028295003,-3.9825096879287,0.373653028295003,0.517044186592102,0.0721574500203133,0,0,normal
