tick,egoSpeed,throttle,brake,steerDeg,decisionState,selectedCandidate,goalDistance,headingErrorDeg,collisionCount,newCollisionCount
161,0.0246968656972036,1,0,-35,avoid,8,49.1461427466261,-137.344955444345,323,8
162,0.0255778300212183,1,0,-35,avoid,8,49.1490952823194,-137.264617919931,331,8
163,0.0245833894267634,1,0,-35,avoid,8,49.1518504286423,-137.18911743165,339,8
164,0.0247688416871034,1,0,-35,avoid,8,49.1550884974074,-137.10008239747,348,9
165,0.0244834567048697,1,0,-35,avoid,8,49.157767444692,-137.025955200204,356,8
166,0.0243937371020904,1,0,-35,avoid,8,49.1604630290401,-136.951492309579,364,8
167,0.0243835380445904,1,0,-35,avoid,8,49.1638034895864,-136.860000610361,375,11
168,0.0240541679708133,1,0,-35,avoid,8,49.1666874316548,-136.785369873056,382,7
169,0.0248691524446906,1,0,-35,avoid,8,49.1691833025159,-136.718673706064,389,7
170,0.766489384267049,1,0,-35,avoid,8,49.2074116418922,-138.970993042001,395,6
171,0.0628038155330234,1,0,-35,avoid,8,49.2324176083909,-140.042938232431,395,0
172,0.614667494618475,1,0,-35,replan,8,49.2177781716249,-139.329116821298,397,2
173,0.022625589179653,1,0,-35,replan,8,49.2206665078331,-139.233230590829,406,9
174,0.0331681486448072,1,0,-35,replan,8,49.2249373768675,-139.187881469736,414,8
175,0.0355929901726682,1,0,-35,replan,8,49.229187495391,-139.14549255372,422,8
176,0.0318908498466815,1,0,-35,replan,8,49.2337886534206,-139.095138549814,431,9
177,0.0291654063923935,1,0,-35,replan,9,49.237746903213,-139.044403076181,439,8
178,0.0256355147381776,1,0,-35,replan,9,49.2415785936103,-138.979980468759,448,9
179,0.024414906540433,1,0,-35,replan,9,49.2447237439908,-138.915100097665,456,8
180,0.0258935908291454,1,0,-35,replan,9,49.2480497427029,-138.833663940439,463,7
181,0.0249400052618619,1,0,-35,replan,9,49.2506983680886,-138.762207031259,470,7
182,0.0250929471758275,1,0,-35,replan,8,49.2535707326061,-138.683868408212,478,8
183,0.0263810485510136,1,0,-35,replan,8,49.2570806454351,-138.586807250986,487,9
184,0.0253794864167318,1,0,-35,replan,8,49.2595723229405,-138.520339965829,494,7
185,0.0253900395511645,1,0,-35,avoid,7,49.2628659517401,-138.432144165048,503,9
186,0.0255003422292244,1,0,-35,avoid,7,49.265295571562,-138.366027832041,510,7
187,0.024697219815028,1,0,-35,avoid,9,49.267984778353,-138.293685913095,518,8
188,0.0250787630029551,1,0,-35,avoid,8,49.2707571557683,-138.219192504892,526,8
189,0.0248068237015618,1,0,-35,avoid,8,49.2737959345084,-138.137222290048,535,9
190,0.0248888838442872,1,0,-35,avoid,8,49.2767561906435,-138.057250976572,543,8
191,0.0250229877196406,1,0,-35,avoid,8,49.2792952766467,-137.988830566415,550,7
192,0.025255758723974,1,0,-35,avoid,8,49.2819794880053,-137.915817260751,558,8
193,0.0251970950020725,1,0,-35,avoid,8,49.2850088328945,-137.833587646493,567,9
194,0.0249671972090271,1,0,-35,avoid,5,49.2878764947918,-137.756652832041,575,8
195,0.0247718940041553,1,0,-35,avoid,4,49.2909441184398,-137.674499511729,584,9
196,0.0249371135804336,1,0,-35,avoid,3,49.2937428529477,-137.599502563455,592,8
197,0.0248847590912359,1,0,-35,avoid,2,49.2965844972565,-137.523574829102,600,8
198,0.0248878032397003,1,0,-28.751384472346,avoid,1,49.2994332209778,-137.446762084961,608,8
199,0.02888481465828,1,0,-35,avoid,10,49.3026032150989,-137.364929199238,615,7
200,0.0253950693273083,1,0,-35,avoid,11,49.3061539934777,-137.27241516113,624,9
201,0.0252756386905372,1,0,-35,avoid,11,49.30858157109,-137.204635620114,631,7
202,0.0251653663895924,1,0,-35,avoid,6,49.3112614237492,-137.13066101073,639,8
203,0.0249081877150865,1,0,-35,avoid,6,49.314279251595,-137.048019409168,648,9
204,0.0248930479805907,1,0,-35,avoid,6,49.3170280970505,-136.973052978504,656,8
205,0.0248426726517528,1,0,-35,avoid,5,49.3200316790536,-136.891616821299,665,9
206,0.0247399226728055,1,0,-35,replan,8,49.3227116552861,-136.81913757324,673,8
207,0.0248000271511926,1,0,-35,replan,8,49.3257676198137,-136.736358642576,682,9
208,0.0247516046398499,1,0,-35,replan,8,49.3284547161308,-136.663558959959,690,8
209,0.0247493836000841,1,0,-35,replan,8,49.3314393072967,-136.582565307615,699,9
210,0.0247594143060365,1,0,-35,replan,8,49.3341312179249,-136.509796142576,707,8
211,0.0247230719085479,1,0,-35,replan,8,49.3372063304012,-136.426605224607,716,9
212,0.0246698064294753,1,0,-35,replan,8,49.3397054669128,-136.358657836912,724,8
213,0.0244128369749126,1,0,-35,replan,8,49.3427567734356,-136.275146484373,734,10
214,0.0242852281012707,1,0,-35,replan,8,49.3455415787077,-136.199691772459,743,9
215,0.0242573619075929,1,0,-35,replan,8,49.3482669076688,-136.125701904295,752,9
216,0.0242322830670179,1,0,-35,replan,8,49.3509898322295,-136.051467895506,761,9
